,age,sex,size,fixed,house_trained,special_needs,shots_current,env_children,env_dogs,env_cats
18329,2,1,2,1,0,0,0,1,1,1
18331,3,1,0,1,0,0,1,1,1,1
18334,1,0,2,1,0,0,1,1,1,0
18335,2,1,1,1,0,0,1,1,1,1
18336,1,0,1,1,0,0,1,0,1,0
18337,2,0,2,1,0,0,1,1,1,1
18346,1,1,2,1,0,0,0,0,0,0
18353,2,0,1,1,0,0,1,1,1,1
18359,2,1,2,1,1,0,0,0,1,0
18361,3,0,1,1,1,1,1,1,0,0
18363,3,1,0,1,1,0,1,1,1,1
18365,3,0,0,1,0,1,1,0,1,1
18366,2,0,1,1,1,0,1,1,1,1
18367,3,0,1,1,1,0,1,1,0,1
18368,1,1,1,1,1,0,1,1,1,0
18371,2,0,0,1,1,0,1,1,1,0
18375,2,0,2,1,1,0,1,1,1,1
18377,2,1,1,1,0,0,1,1,1,0
18383,1,1,2,1,0,0,1,1,1,1
18387,1,1,2,1,1,0,1,1,1,0
18393,2,1,2,1,1,1,0,0,0,0
18397,3,1,1,1,1,0,1,1,1,1
18405,2,1,0,1,0,0,1,1,1,1
18406,2,1,0,1,0,0,1,1,1,1
18409,1,0,1,1,1,0,0,0,0,0
18410,2,1,1,1,0,0,1,1,1,1
18411,1,0,2,1,0,0,1,1,1,1
18412,1,0,1,1,0,0,1,0,1,1
18413,2,0,1,0,0,0,1,0,1,0
18419,0,1,1,0,0,0,1,1,1,1
18426,2,1,0,1,0,1,1,0,1,1
18429,1,1,2,1,1,0,1,1,1,1
18433,1,1,1,1,0,0,1,0,0,0
18451,1,0,1,1,1,0,1,1,1,1
18452,1,0,2,1,1,0,1,1,1,1
18457,3,1,1,1,1,0,1,1,1,1
18463,1,1,2,1,0,0,1,1,1,1
18471,2,1,3,1,1,0,0,0,1,1
18472,2,0,1,1,1,0,1,1,1,1
18474,3,0,2,1,0,0,1,1,0,1
18475,3,1,0,1,0,0,1,1,1,1
18476,0,0,1,0,1,1,1,0,1,1
18484,0,0,1,1,1,0,1,1,1,1
18485,0,1,1,1,1,0,1,1,1,1
18486,0,1,1,1,0,0,1,1,1,1
18487,0,1,1,1,0,0,1,1,1,1
18488,0,1,2,1,1,0,1,1,1,1
18490,2,1,1,1,0,1,1,1,1,1
18492,2,0,1,1,1,0,1,1,1,0
18493,0,1,1,1,0,0,1,1,1,1
18494,3,0,0,1,0,0,1,1,1,1
18502,2,0,2,1,1,0,1,1,1,0
18506,0,1,1,1,0,0,1,1,1,0
18509,2,1,1,1,1,0,1,1,1,1
18510,2,1,2,1,0,0,1,1,1,0
18511,1,1,2,1,0,0,1,1,1,0
18514,1,1,1,1,1,0,1,0,1,0
18519,3,1,0,1,1,0,1,0,1,1
18520,3,0,0,1,1,0,1,0,1,1
18536,0,1,1,1,0,0,1,1,1,1
18537,0,1,1,1,0,0,1,1,1,1
18538,2,0,2,1,1,0,1,1,1,0
18541,1,1,0,1,1,0,1,1,1,1
18542,1,1,0,1,1,0,1,1,1,1
18543,2,1,0,1,1,0,1,1,1,1
18547,0,1,2,1,1,0,1,1,1,1
18548,2,0,1,0,0,0,1,1,1,0
18551,2,1,1,1,0,0,0,1,1,0
18558,0,0,1,1,1,0,1,1,1,1
18559,1,0,1,0,1,0,1,1,1,0
18563,2,1,1,1,1,0,1,0,1,1
18564,2,0,1,1,1,0,0,0,0,0
18571,1,1,1,1,1,0,1,1,1,1
18572,1,1,2,1,0,0,1,1,0,0
18573,2,1,2,1,1,0,1,1,0,0
18576,3,0,2,1,1,0,1,0,1,0
18581,2,1,2,1,1,1,1,1,1,0
18589,2,0,1,1,1,0,0,1,1,0
18590,2,1,1,0,1,0,0,1,1,1
18598,2,0,2,1,1,0,1,1,1,0
18600,3,1,1,0,1,0,0,1,1,1
18605,1,1,2,1,0,0,1,1,1,0
18618,2,1,1,0,1,0,1,1,1,0
18619,2,0,1,1,0,0,1,1,1,1
18625,3,1,1,1,1,0,1,1,0,0
18626,3,0,1,1,1,0,1,1,0,0
18636,3,1,0,1,1,0,1,0,1,1
18642,2,0,2,1,1,0,1,1,1,1
18643,2,1,2,1,1,0,1,1,1,1
18646,1,0,1,1,0,0,1,1,1,0
18648,2,1,2,1,0,0,1,1,1,0
18649,2,0,0,1,0,0,1,1,1,1
18664,2,0,1,1,1,0,1,1,1,1
18667,0,0,1,1,1,0,1,1,1,1
18670,0,1,2,1,1,0,1,1,1,1
18681,1,1,1,0,0,0,1,1,1,1
18682,3,1,2,1,0,0,0,1,1,1
18683,3,0,2,1,0,0,0,1,1,1
18685,2,1,2,1,0,0,0,1,1,1
18688,1,1,2,1,1,0,1,0,0,0
18692,2,0,1,1,0,0,1,0,1,0
18694,3,0,1,1,1,0,1,0,0,0
18705,2,0,1,1,0,0,1,1,1,1
18706,1,0,1,1,0,0,1,1,1,1
18707,2,1,1,1,0,0,1,1,1,1
18713,2,0,0,1,1,1,1,0,1,1
18723,2,0,1,1,0,0,0,1,1,1
18726,1,0,1,1,1,0,1,0,0,0
18728,1,0,1,1,0,0,1,1,0,0
18738,2,1,2,0,0,0,1,0,0,0
18742,2,1,1,1,1,0,1,1,1,1
18747,2,0,1,1,1,0,1,1,0,0
18751,3,0,0,1,0,0,1,1,1,1
18757,2,0,2,1,1,0,1,1,1,0
18758,1,0,1,1,0,0,1,0,1,1
18759,1,0,1,1,0,0,1,1,1,1
18763,2,1,1,1,1,0,1,1,0,0
18766,2,0,1,1,1,0,1,1,1,0
18771,0,0,1,1,0,0,1,1,1,1
18772,1,0,2,1,1,0,0,1,1,1
18777,1,1,1,1,1,0,1,1,1,1
18796,1,1,2,1,1,0,1,0,0,0
18798,1,1,1,1,1,0,1,0,1,0
18805,2,0,1,1,1,0,1,1,0,0
18810,1,0,2,1,1,0,1,0,0,0
18814,1,0,1,1,1,0,1,1,1,1
18815,2,1,2,1,1,0,1,1,1,1
18820,2,0,2,1,1,0,1,1,1,1
18824,1,0,1,1,1,0,1,0,1,1
18833,2,0,1,1,1,0,1,1,1,1
18837,1,1,0,1,0,0,1,1,1,1
18838,1,0,1,1,0,0,1,1,1,1
18840,1,1,1,1,0,0,1,1,1,1
18846,2,0,1,1,1,0,1,1,1,0
18852,2,1,1,1,1,0,1,1,1,1
18857,2,1,1,1,0,0,1,1,1,1
18863,2,1,2,1,1,0,1,0,1,1
18880,2,0,1,1,1,1,0,1,1,0
18882,3,0,0,1,0,0,1,1,1,1
18883,2,1,0,1,0,0,1,1,1,1
18884,3,0,0,1,0,0,1,1,1,1
18888,3,0,0,1,0,0,1,0,0,0
18895,2,0,1,1,0,0,1,1,1,1
18898,2,0,3,1,1,0,1,0,0,1
18900,1,1,1,1,1,0,1,1,0,0
18907,1,1,1,1,1,0,1,1,1,0
18914,1,1,1,0,1,0,1,1,1,1
18917,2,1,2,1,1,0,1,1,1,1
18923,1,0,1,1,1,0,1,1,1,0
18925,2,1,2,1,0,0,1,1,1,0
18928,2,1,1,1,0,0,1,1,1,1
18936,1,1,2,1,1,0,1,1,1,1
18945,2,1,2,1,1,0,1,1,0,1
18947,1,0,1,1,0,0,1,0,0,0
18954,2,0,2,1,1,0,0,1,1,1
18964,1,0,2,1,1,0,1,1,1,0
18965,1,1,0,1,0,0,1,0,0,0
18967,1,1,1,1,0,0,1,0,1,1
18972,2,1,2,1,1,0,1,0,0,0
18973,2,0,2,1,0,0,1,1,1,1
18980,2,1,0,1,1,0,1,0,1,0
18982,2,0,1,1,0,0,1,0,0,0
18983,2,0,1,1,1,0,0,1,1,1
18984,2,1,2,1,0,0,1,1,0,0
18985,2,0,2,1,1,0,1,1,1,1
18986,1,0,1,1,1,0,1,0,1,0
18990,3,1,2,1,0,0,1,1,1,0
18991,1,0,1,1,0,0,1,1,1,1
19007,1,1,1,1,1,0,1,1,0,0
19008,0,0,0,1,0,0,1,0,1,1
19010,2,0,1,1,0,0,1,1,1,1
19020,1,0,1,0,1,0,1,1,1,1
19022,3,1,0,1,1,0,1,0,1,1
19024,3,1,0,1,0,0,1,0,1,1
19025,3,1,0,1,0,1,1,0,1,1
19029,2,1,1,1,1,0,1,1,1,1
19031,2,0,1,1,1,0,1,0,0,0
19041,2,1,0,1,0,1,1,0,1,1
19047,1,1,2,1,1,0,1,0,1,0
19048,1,0,1,1,0,0,1,0,0,0
19049,3,0,0,0,1,0,0,1,1,1
19050,2,0,2,0,1,0,0,1,1,0
19052,2,0,1,1,1,0,1,0,0,0
19053,2,1,2,1,1,0,1,1,1,0
19059,1,1,1,1,1,0,1,1,0,0
19060,0,1,1,1,0,0,1,1,1,1
19064,1,1,1,1,1,0,1,1,0,1
19067,1,0,1,1,1,0,1,0,1,0
19069,2,1,1,1,1,0,1,0,1,0
19074,2,1,2,1,1,0,1,1,0,0
19075,2,0,1,1,1,0,1,1,0,0
19080,3,1,1,1,0,1,1,1,1,1
19081,2,1,2,1,0,0,1,1,1,1
19084,2,0,1,1,1,0,1,0,1,1
19088,2,1,2,1,1,0,1,0,1,0
19090,2,1,0,1,1,1,1,1,1,1
19092,1,1,1,0,0,0,0,1,1,0
19095,1,0,1,1,1,0,1,1,1,0
19097,2,1,1,1,1,0,1,0,1,0
19098,3,0,2,1,0,0,1,1,1,1
19099,3,1,0,1,0,1,1,0,1,1
19100,2,1,1,1,1,0,1,1,1,1
19106,3,1,0,1,1,0,0,1,1,1
19107,3,1,0,1,1,0,0,1,1,1
19109,2,1,1,1,1,0,1,1,1,1
19111,3,0,2,1,0,0,1,1,1,1
19116,3,0,1,1,0,0,1,0,0,0
19126,1,1,1,1,1,0,1,1,1,1
19129,2,0,1,1,1,0,1,1,1,0
19132,0,1,1,1,1,0,1,1,1,1
19133,2,0,1,1,1,0,1,0,0,0
19135,1,1,1,1,1,0,1,0,1,1
19140,2,0,1,1,1,0,1,1,1,0
19141,2,0,1,1,1,0,1,1,1,0
19142,2,0,1,1,1,0,1,1,1,0
19146,1,1,2,1,1,0,1,0,1,1
19147,3,1,0,1,1,0,1,0,1,0
19150,1,0,1,1,1,0,1,1,1,0
19152,2,1,2,1,1,0,1,1,1,1
19153,2,1,2,1,1,0,1,1,1,1
19161,2,1,2,1,1,0,0,0,0,0
19162,2,1,1,1,1,0,1,1,1,0
19166,2,1,2,1,1,0,1,0,1,0
19175,1,0,0,1,0,0,1,1,0,0
19176,2,1,2,1,1,0,1,0,1,0
19179,3,1,1,1,0,0,1,0,0,1
19184,2,1,1,1,0,0,1,0,0,0
19191,1,1,2,1,1,1,1,1,1,1
19193,2,0,1,1,1,0,1,1,1,0
19195,1,0,0,0,0,0,1,1,1,1
19196,1,1,1,1,1,0,1,1,1,0
19198,2,1,2,1,1,1,1,1,1,1
19199,2,0,1,1,0,0,1,1,1,1
19202,2,0,0,1,1,1,0,1,1,1
19204,1,1,1,1,1,1,1,1,1,0
19213,1,0,2,1,0,0,1,1,1,0
19214,2,1,1,1,0,0,1,0,1,0
19216,1,1,1,1,1,0,1,0,1,0
19217,1,0,1,1,1,0,1,0,1,1
19218,1,0,2,1,1,0,1,0,0,0
19220,2,1,1,1,1,0,1,0,0,0
19221,1,0,2,1,0,0,1,0,0,0
19224,2,0,1,1,1,0,1,0,1,0
19227,2,1,0,1,1,0,1,0,1,0
19230,3,1,0,1,1,0,1,1,1,1
19232,1,0,1,1,0,0,1,1,1,1
19234,2,1,1,1,0,0,1,0,0,0
19236,1,0,1,1,1,0,1,1,1,1
19244,2,1,3,1,1,0,1,0,1,1
19248,3,1,0,1,0,0,1,0,1,0
19252,3,1,2,1,0,0,1,1,0,1
19253,1,0,1,1,0,0,1,0,1,0
19254,2,0,2,1,0,0,1,0,1,1
19255,2,0,1,1,1,0,1,0,1,1
19260,2,1,2,1,1,1,1,1,1,0
19263,2,1,1,1,1,0,1,1,1,0
19264,2,1,1,1,1,0,1,1,1,1
19269,2,1,2,1,1,0,1,1,1,0
19273,2,1,2,1,0,0,1,1,1,1
19281,3,0,1,1,1,0,1,0,0,0
19283,2,0,0,1,0,0,1,1,1,1
19291,2,1,1,1,0,0,1,1,1,0
19292,2,0,1,1,0,0,1,1,1,1
19293,2,1,1,1,1,0,0,0,1,0
19294,2,0,2,1,1,0,0,1,0,1
19305,3,1,0,1,0,0,1,0,1,1
19317,1,1,2,1,0,0,1,0,1,0
19318,2,0,1,1,0,0,1,0,1,0
19319,2,1,3,1,1,0,0,1,1,1
19321,2,1,1,1,0,1,1,1,1,0
19322,2,1,0,1,1,0,1,0,0,0
19323,2,1,1,1,1,0,1,1,1,1
19324,2,1,2,1,1,0,1,0,0,0
19325,2,0,1,0,1,0,1,1,1,0
19326,2,0,2,1,0,0,1,1,1,1
19327,2,1,1,1,1,0,1,1,1,1
19328,2,1,1,1,1,0,1,1,1,1
19329,1,0,1,1,1,0,1,0,1,0
19330,2,0,1,1,0,0,1,1,1,0
19340,2,1,2,1,1,0,1,1,0,0
19345,2,1,2,1,0,1,1,0,0,0
19349,2,1,1,1,1,0,1,0,1,1
19351,2,1,1,1,1,0,1,0,1,1
19355,2,1,1,1,1,0,1,0,1,1
19357,1,1,1,1,0,0,1,0,1,1
19358,2,1,1,1,1,0,1,1,1,0
19361,2,0,3,1,0,0,1,0,1,0
19375,2,1,1,1,0,0,1,0,1,1
19376,2,0,1,1,1,0,1,1,0,0
19382,1,0,1,1,0,0,1,0,1,0
19387,1,0,1,1,0,0,1,1,1,0
19391,1,1,1,1,0,0,1,1,1,0
19406,2,0,2,1,1,0,0,1,1,0
19407,2,0,1,1,1,0,0,0,1,0
19411,2,0,2,1,1,0,1,1,1,0
19412,2,0,2,1,0,0,1,0,1,1
19419,2,1,2,1,1,0,1,0,0,0
19425,2,1,1,1,1,0,1,1,0,1
19428,1,1,1,1,1,0,1,1,1,1
19433,1,1,0,1,1,0,1,1,1,1
19438,1,0,0,1,1,0,0,1,1,1
19441,2,1,1,1,1,0,0,1,1,0
19443,2,0,1,1,1,0,1,1,1,0
19453,2,1,2,1,1,0,1,0,1,1
19455,2,0,1,1,1,0,1,1,1,0
19456,2,0,2,1,1,0,1,1,1,0
19457,2,0,1,1,0,0,0,0,1,0
19465,2,0,0,1,1,1,1,1,1,1
19466,2,0,0,0,1,0,1,1,0,0
19467,2,0,2,1,1,0,1,1,0,0
19470,3,0,0,1,1,1,1,1,1,1
19471,3,0,2,1,1,0,1,1,1,1
19474,2,1,2,1,1,0,1,1,1,1
19476,2,1,2,1,1,0,1,0,1,1
19477,2,0,2,1,1,0,1,0,1,0
19480,1,0,1,1,0,0,1,0,1,0
19481,2,0,2,1,1,0,1,1,0,0
19482,2,0,0,1,1,0,1,1,1,1
19484,0,0,1,1,0,0,1,0,1,0
19490,2,1,2,1,1,0,1,1,1,0
19497,2,0,2,1,1,0,1,0,1,0
19500,1,1,2,1,1,0,1,1,0,0
19501,2,0,2,1,1,0,1,1,1,1
19511,3,0,1,1,0,0,1,0,0,0
19513,2,0,1,1,1,0,0,1,1,1
19514,2,0,1,1,1,0,1,0,0,0
19520,2,1,1,1,1,0,1,0,1,0
19522,2,0,1,1,0,0,1,1,1,1
19523,3,1,1,1,0,0,1,1,1,0
19526,2,1,2,1,0,0,0,0,0,0
19528,2,1,1,0,1,0,0,0,1,0
19529,1,1,2,1,0,0,1,0,1,1
19533,1,1,1,1,1,0,1,0,1,0
19536,0,0,1,0,0,0,1,1,1,1
19537,0,0,1,0,0,0,1,1,1,1
19543,2,1,1,1,0,1,1,1,1,1
19544,1,1,2,1,1,1,0,1,1,1
19545,2,1,2,1,1,0,1,1,1,0
19546,2,1,2,1,1,0,1,0,1,0
19549,2,0,1,1,0,0,1,0,0,0
19550,2,1,2,1,0,0,1,1,0,0
19553,1,0,1,1,1,0,1,0,0,0
19554,2,0,1,1,1,0,1,1,0,0
19557,2,1,2,1,1,0,1,0,0,0
19560,1,1,0,1,0,0,1,0,0,0
19561,3,0,1,1,0,0,1,1,1,0
19567,2,0,2,1,0,0,1,0,0,0
19571,2,0,2,1,1,0,1,1,1,0
19572,2,1,0,1,1,0,0,0,1,1
19577,2,1,1,0,1,0,1,0,1,0
19578,1,0,1,1,0,0,1,0,0,0
19579,2,1,1,1,1,0,1,0,0,0
19580,1,1,2,1,1,0,1,1,1,1
19581,1,1,1,0,0,0,0,1,1,1
19582,2,1,0,1,1,1,1,0,1,0
19585,2,0,1,1,0,0,1,1,1,0
19591,1,1,2,1,0,0,1,1,1,0
19596,2,0,2,1,1,0,1,0,1,1
19597,2,1,1,1,0,0,1,1,1,0
19600,2,1,1,1,1,0,1,0,1,0
19602,2,0,1,1,1,0,1,1,0,0
19603,1,0,2,1,1,0,1,1,0,0
19606,2,0,0,1,0,0,1,1,1,1
19612,2,1,1,1,1,0,1,1,0,0
19616,2,1,2,1,1,0,1,0,0,0
19618,2,0,1,1,0,0,1,0,0,0
19622,3,0,1,1,0,0,1,1,0,0
19627,2,1,1,1,1,0,1,0,0,0
19629,2,0,1,1,1,0,1,1,1,0
19630,2,1,1,1,1,0,1,0,0,0
19631,2,0,2,1,1,0,1,1,1,0
19637,2,1,0,1,0,0,1,0,1,1
19638,1,0,2,1,0,0,1,0,0,0
19639,1,1,2,1,1,1,1,1,1,1
19642,3,0,2,1,0,0,1,0,1,1
19645,3,1,1,1,1,0,1,1,1,1
19649,1,0,1,1,0,0,1,1,1,1
19651,2,0,1,1,0,0,1,1,1,0
19652,1,0,1,0,1,0,1,0,0,0
19655,2,1,1,1,0,0,1,0,1,0
19657,1,1,0,1,1,0,1,0,1,1
19658,2,0,1,1,1,0,1,1,1,1
19665,2,0,0,1,1,0,1,0,1,1
19677,2,0,2,1,1,0,1,1,1,0
19682,3,1,2,1,1,1,1,1,0,0
19684,3,0,1,0,1,0,1,1,1,0
19685,3,1,0,1,1,0,1,1,1,0
19689,2,0,1,1,1,0,0,0,1,0
19690,3,0,2,1,1,1,0,1,1,0
19704,2,1,2,1,0,1,1,1,1,1
19706,1,0,1,1,1,0,1,0,0,0
19707,3,1,1,1,1,0,1,0,1,0
19711,2,0,2,1,1,0,1,1,0,0
19716,2,1,2,1,1,0,1,0,1,0
19718,2,1,2,1,1,1,1,1,1,1
19719,1,1,2,1,1,0,1,0,0,0
19732,2,1,2,1,1,0,1,1,0,1
19739,2,1,2,1,1,0,1,1,0,0
19741,2,0,0,1,0,0,1,0,0,0
19749,2,1,1,1,1,0,1,1,1,0
19751,2,1,1,1,1,0,1,0,1,0
19754,2,1,0,1,0,0,1,0,0,0
19755,1,1,1,1,1,0,1,0,1,0
19759,3,1,2,1,0,0,1,1,1,1
19764,1,1,0,1,0,1,1,0,1,1
19772,2,0,1,0,0,0,0,0,0,0
19773,2,1,2,1,0,0,1,0,1,1
19775,2,0,1,1,1,0,1,0,1,0
19788,2,1,2,1,1,0,1,1,1,0
19794,2,1,2,1,0,0,1,0,0,0
19795,2,1,2,1,1,1,1,0,0,0
19796,2,0,1,1,0,0,1,1,1,0
19797,2,0,1,1,1,1,1,1,0,0
19798,2,0,1,1,1,1,1,1,0,0
19799,2,0,1,1,1,0,1,0,0,0
19811,2,0,2,1,1,0,1,1,1,0
19812,3,0,2,1,1,0,1,0,0,0
19831,2,0,1,1,1,0,1,1,1,0
19835,0,1,1,1,1,1,1,0,0,0
19841,1,1,0,1,1,0,1,0,1,0
19853,2,0,1,1,1,0,1,1,0,1
19858,2,0,1,1,1,0,1,0,0,0
19859,2,1,1,1,1,1,1,0,1,0
19862,2,1,2,1,1,0,1,0,0,0
19871,2,0,3,1,1,1,1,0,0,0
19877,3,1,2,1,1,0,1,1,0,0
19881,2,1,0,1,1,0,1,0,1,1
19899,2,0,1,1,1,0,1,0,0,0
19902,2,1,2,1,0,0,1,0,0,0
19916,2,1,2,1,1,0,1,1,1,1
19926,3,0,2,1,0,0,1,1,1,1
19929,3,1,3,1,0,0,1,1,1,0
19931,2,0,1,1,1,1,1,0,0,0
19934,2,0,1,0,1,0,1,1,0,0
19941,3,0,1,1,1,0,1,0,0,0
19943,2,1,2,1,1,0,1,1,1,0
19944,2,1,2,1,1,0,1,1,1,0
19948,2,1,2,1,1,0,1,1,0,0
19956,2,0,2,1,0,0,1,1,1,0
19958,3,1,1,1,0,0,1,0,1,0
19963,2,0,1,1,0,0,1,1,0,0
19966,3,1,2,1,0,0,1,1,1,0
19970,3,0,1,1,0,0,1,0,1,0
19972,3,0,1,1,1,0,1,1,0,1
19982,0,1,0,1,0,0,0,1,1,1
19983,2,0,2,1,0,0,0,1,1,1
19988,2,0,2,1,0,0,1,1,1,0
19991,2,0,2,1,0,0,0,1,1,1
19992,0,0,1,1,1,0,1,1,1,1
19993,0,0,1,1,1,0,1,1,1,1
19996,2,1,0,0,0,0,0,1,1,1
20001,2,1,2,0,0,0,0,1,1,1
20008,0,0,1,1,0,0,1,1,1,1
20013,0,0,0,0,0,0,0,1,1,1
20014,0,0,0,0,0,0,1,1,1,1
20025,0,0,0,1,1,0,1,1,1,1
20026,0,1,1,1,1,0,1,1,1,1
20028,2,0,2,1,0,0,0,1,1,1
20029,2,1,3,1,0,0,0,1,1,1
20030,0,1,2,1,1,0,0,1,1,1
20032,1,0,0,1,1,0,1,0,1,1
20033,3,0,1,1,1,1,0,1,1,0
20034,2,1,0,0,0,0,0,1,1,1
20035,3,1,3,0,0,0,0,1,1,1
20037,1,0,1,1,0,0,0,1,1,1
20039,2,0,0,0,0,0,0,1,1,1
20040,2,1,2,1,0,0,0,1,1,1
20041,2,1,2,1,0,0,0,1,1,1
20043,2,1,0,0,0,0,0,1,1,1
20045,0,1,0,1,0,0,0,1,1,1
20046,2,1,1,1,0,0,0,1,1,1
20047,1,0,0,1,0,0,0,1,1,1
20048,1,0,2,1,0,0,0,1,1,1
20049,2,1,0,1,0,0,0,1,1,1
20050,2,0,2,1,0,0,0,1,1,1
20051,2,0,1,1,1,0,1,1,1,1
20055,2,0,1,1,0,0,0,1,1,1
20056,0,0,0,1,0,0,0,1,1,1
20057,2,0,2,1,0,0,0,1,1,1
20058,2,0,0,1,0,0,0,1,1,1
20059,2,0,1,1,0,0,0,1,1,1
20062,2,1,2,1,1,0,1,1,1,1
20063,0,1,2,1,0,0,0,1,1,1
20064,0,1,2,1,0,0,0,1,1,1
20065,1,0,2,1,1,0,0,1,1,0
20066,1,1,2,1,1,0,1,1,0,0
20067,1,0,1,1,1,0,1,1,1,1
20069,0,0,2,0,0,0,1,1,1,1
20076,0,0,1,0,0,0,1,1,1,1
20083,0,1,0,1,1,0,1,1,1,1
20084,0,0,1,1,1,0,1,1,1,1
20085,0,0,0,1,1,0,1,1,1,1
20086,0,0,2,1,1,0,1,1,1,1
20087,0,0,0,1,1,0,1,1,1,1
20088,0,0,1,1,1,0,1,1,1,1
20089,0,1,1,1,0,0,1,1,1,1
20090,0,0,1,1,0,0,1,1,1,1
20097,0,0,1,0,0,0,1,1,1,1
20098,0,1,1,0,0,0,1,1,1,1
20099,0,0,1,0,0,0,1,1,1,1
20100,0,1,1,0,0,0,1,1,1,1
20101,2,1,1,1,0,0,0,1,1,1
20102,0,0,1,0,0,0,1,1,1,1
20103,0,1,1,0,0,0,1,1,1,1
20104,0,1,1,0,0,0,1,1,1,1
20105,0,1,1,0,0,0,1,1,1,1
20106,2,0,2,1,0,0,0,1,1,1
20107,2,0,2,1,0,0,0,1,1,1
20111,0,1,1,1,0,0,1,1,1,1
20112,2,0,0,1,0,0,0,1,1,1
20113,0,1,1,0,0,0,0,1,1,1
20114,0,1,0,1,0,0,0,1,1,1
20115,0,1,0,1,0,0,0,1,1,1
20116,0,1,0,1,0,0,0,1,1,1
20117,2,0,2,1,0,0,0,1,1,1
20118,0,0,0,1,0,0,0,1,1,1
20119,0,0,0,1,0,0,0,1,1,1
20120,0,0,0,1,0,0,0,1,1,1
20127,1,1,0,1,1,0,1,1,1,1
20128,0,1,1,1,1,0,1,1,1,1
20129,1,0,0,1,1,0,1,1,1,1
20132,1,1,1,1,0,0,1,1,1,1
20133,3,1,1,0,0,0,0,1,1,1
20134,2,0,0,1,0,0,0,1,1,1
20135,2,0,0,1,0,0,0,1,1,1
20136,1,0,0,0,0,0,0,1,1,1
20137,2,0,1,0,0,0,0,1,1,1
20139,2,0,1,1,0,0,0,1,1,1
20140,0,0,0,1,1,0,0,1,1,1
20141,0,0,0,1,1,0,1,1,1,1
20142,1,1,1,0,0,0,0,1,1,1
20143,2,1,1,1,0,0,0,1,1,1
20145,1,1,2,1,0,0,0,1,1,1
20147,1,1,0,1,1,0,1,1,1,1
20155,0,1,2,1,1,0,1,1,1,1
20156,1,1,1,1,1,0,1,1,1,1
20157,1,1,1,1,1,0,1,1,1,1
20158,0,0,0,1,1,0,1,1,1,1
20159,0,1,1,1,0,0,1,1,1,1
20160,0,1,1,1,0,0,1,1,1,1
20161,0,1,1,1,0,0,1,1,1,1
20162,0,1,1,1,0,0,1,1,1,1
20170,1,0,1,1,1,0,1,1,1,1
20173,0,1,1,1,0,0,1,1,1,1
20174,0,1,1,1,0,0,1,1,1,1
20175,2,0,1,1,0,0,1,1,1,1
20178,0,1,0,1,0,0,0,1,1,1
20179,2,0,1,1,0,0,0,1,1,1
20180,1,0,1,1,1,0,1,1,1,1
20181,1,0,1,1,1,0,1,1,1,1
20182,1,0,0,1,1,0,1,1,1,1
20183,2,1,2,1,1,0,1,1,1,1
20185,0,0,1,0,0,0,1,1,1,1
20186,0,0,1,0,0,0,1,1,1,1
20187,0,0,1,0,0,0,1,1,1,1
20188,1,1,1,1,1,0,1,1,1,1
20189,2,1,2,0,0,0,0,1,1,1
20190,2,0,1,1,0,0,0,1,1,1
20192,1,0,1,1,1,0,1,1,1,1
20193,0,1,1,0,0,0,0,1,1,1
20194,2,0,0,0,0,0,0,1,1,1
20195,2,0,1,0,0,0,0,1,1,1
20196,2,1,1,0,0,0,0,1,1,1
20197,2,0,2,1,0,0,0,1,1,1
20198,3,1,2,1,0,0,0,1,1,1
20199,1,0,0,1,1,1,0,1,1,1
20201,0,0,1,1,1,0,1,1,1,1
20202,0,0,1,1,1,0,1,1,1,1
20203,1,0,0,1,1,0,1,1,1,1
20204,0,1,2,1,1,0,1,1,1,1
20205,1,0,1,1,0,0,0,1,1,1
20208,2,1,1,0,0,0,0,1,1,1
20209,2,0,1,1,1,0,1,1,1,0
20210,0,0,1,1,0,0,1,1,1,1
20211,0,1,1,1,0,0,1,1,1,1
20212,0,1,0,1,0,0,1,1,1,1
20213,0,1,0,1,0,0,1,1,1,1
20214,0,1,1,1,0,0,1,1,1,1
20215,0,0,1,1,0,0,1,1,1,1
20219,0,1,1,1,1,0,1,1,1,0
20220,0,1,0,1,1,0,1,1,1,1
20221,0,1,0,1,1,0,1,1,1,1
20222,0,0,0,1,1,0,1,1,1,1
20223,0,0,0,1,1,0,1,1,1,1
20224,0,1,0,1,1,0,1,1,1,1
20225,0,0,0,1,1,0,1,1,1,1
20226,0,1,0,1,1,0,1,1,1,1
20227,0,0,0,1,1,0,1,1,1,1
20228,2,1,0,1,1,0,1,1,1,1
20229,1,0,0,1,1,0,1,1,1,1
20230,1,1,0,1,1,0,1,1,1,1
20231,2,1,0,1,1,0,1,1,1,1
20232,1,1,0,1,1,0,1,1,1,1
20233,2,1,0,1,1,0,1,1,1,1
20234,1,1,0,1,1,0,1,1,1,1
20235,1,1,0,1,1,0,1,1,1,1
20236,1,0,1,1,1,0,1,1,1,1
20245,2,0,1,1,0,0,1,1,1,1
20249,0,0,0,1,0,0,1,1,1,1
20250,1,1,2,0,0,0,0,1,1,1
20251,2,0,2,0,0,0,0,1,1,1
20254,1,1,0,1,1,0,1,1,1,1
20255,1,0,0,1,1,0,1,1,1,1
20256,2,1,1,1,1,0,1,1,1,1
20257,0,0,1,1,1,0,1,1,1,1
20259,1,0,0,1,1,0,1,1,1,1
