,age,sex,size,fixed,house_trained,special_needs,shots_current,env_children,env_dogs,env_cats,cluster
2826,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2827,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2828,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2829,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2830,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5
2831,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2
2832,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
2833,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2
2834,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3
2835,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3
2836,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2837,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2838,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
2839,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
2840,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2841,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
2842,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2843,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2844,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2845,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2
2846,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2847,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
2848,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2849,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
2850,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2851,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2852,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5
2853,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2854,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
2855,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2856,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2857,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2858,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
2859,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2860,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2861,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2
2862,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2863,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2864,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3
2865,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3
2866,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5
2867,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2868,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5
2869,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3
2870,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2
2871,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2872,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3
2873,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2874,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
2875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5
2876,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5
2877,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
2878,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2879,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2880,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2881,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2882,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2883,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2884,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2885,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2886,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2887,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2888,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2889,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2890,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
2891,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2892,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
2893,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3
2894,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4
2895,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2896,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5
2897,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2
2898,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2899,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2900,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1
2901,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
2902,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
2903,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2904,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2905,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5
2906,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5
2907,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
2908,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2909,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2
2910,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
2911,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
2912,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4
2913,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
2914,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
2915,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2916,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2917,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2
2918,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2919,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1
2920,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
2921,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2922,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2923,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2924,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2
2925,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
2926,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5
2927,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
2928,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2
2929,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2930,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2
2931,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2
2932,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
2933,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2934,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2935,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2
2936,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2937,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
2938,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5
2939,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2940,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
2941,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2942,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3
2943,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2944,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
2945,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2946,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
2947,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2948,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
2949,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2950,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2951,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
2952,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2953,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2
2954,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2
2955,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2956,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2957,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5
2958,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
2959,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
2960,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2
2961,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2962,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
2963,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
2964,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2965,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
2966,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2967,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4
2968,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2969,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2970,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
2971,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
2972,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2973,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2974,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2975,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
2976,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2
2977,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2978,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2979,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2980,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2981,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
2982,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2983,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2
2984,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
2985,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2986,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2987,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
2988,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2989,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
2990,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2991,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
2992,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
2993,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
2994,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1
2995,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
2996,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
2997,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2998,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
2999,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
3000,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3001,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
3002,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
3003,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3004,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5
3005,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
3006,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5
3007,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
3008,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
3009,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3010,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
3011,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3012,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
3013,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
3014,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2
3015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5
3016,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3
3017,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3018,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5
3019,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3
3020,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3
3021,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2
3022,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3023,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3024,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3025,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2
3026,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2
3027,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4
3028,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,5
3029,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3030,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,5
3031,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3
3032,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
3033,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2
3034,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2
3035,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5
3036,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
3037,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3038,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1
3039,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3040,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3041,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
3042,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3
3043,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
3044,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3
3045,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3046,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3047,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3048,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
3049,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3050,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
3051,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3052,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
3053,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
3054,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3055,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
3056,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2
3057,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3058,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
3059,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3060,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2
3061,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3
3062,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4
3063,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
3064,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3065,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3066,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
3067,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3068,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3069,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3070,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3071,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1
3072,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
3073,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3074,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3075,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5
3076,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2
3077,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3078,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3079,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3080,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0
3081,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
3082,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3083,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5
3084,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3085,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
3086,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3
3087,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3088,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3089,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
3090,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5
3091,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3092,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3093,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3094,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3
3095,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3
3096,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3097,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
3098,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3099,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3100,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4
3101,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3102,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3103,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3104,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
3105,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
3106,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3107,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
3108,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
3109,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2
3110,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
3111,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3112,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
3113,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3114,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
3115,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3116,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
3117,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3118,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5
3119,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3120,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3121,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3122,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3123,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3124,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3125,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3126,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5
3127,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3128,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2
3129,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
3130,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
3131,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
3132,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
3133,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1
3134,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
3135,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2
