,breed_primary,breed_mixed,breed_unknown,color_primary,age,sex,size,coat,fixed,house_trained,special_needs,shots_current,env_children,env_dogs
2558,89,1,0,13,1,0,1,3,1,0,0,1,1,1
2559,116,1,0,12,0,1,2,3,1,0,0,1,1,1
2560,45,1,0,3,0,1,1,4,1,0,0,1,1,1
2561,16,1,0,4,2,1,2,4,1,1,0,1,1,1
2569,81,1,0,4,2,0,2,4,1,1,0,1,1,0
2574,76,1,0,2,0,0,3,4,1,0,0,1,1,1
2577,106,0,0,2,0,0,2,4,1,1,0,1,1,0
2578,106,0,0,2,0,1,2,4,1,1,0,1,1,1
2580,84,1,0,2,2,0,2,4,1,1,0,1,1,1
2586,49,0,0,2,0,1,3,4,1,1,0,1,1,1
2598,130,0,0,10,1,0,2,4,1,0,0,1,1,1
2599,130,0,0,2,1,1,2,4,1,1,0,1,1,1
2601,140,1,0,2,0,1,2,4,1,0,0,1,1,1
2609,162,1,0,1,1,1,2,4,1,1,0,1,1,1
2610,87,1,0,5,0,0,2,4,1,0,0,1,1,1
2612,106,1,0,2,3,1,3,4,1,0,0,1,1,1
2617,130,1,0,4,0,1,2,4,1,1,0,1,1,1
2627,24,1,0,2,3,1,2,4,1,0,0,1,1,1
2629,140,1,0,1,3,1,1,4,1,0,0,1,1,1
2645,34,1,0,3,3,0,1,4,1,1,0,1,1,1
2647,106,1,0,2,3,1,2,4,1,1,0,0,1,1
2652,152,1,0,0,0,0,2,4,0,1,0,1,1,1
2654,106,1,0,2,0,0,2,4,1,1,0,1,1,1
2658,165,1,0,6,0,0,3,4,1,1,0,1,0,0
2659,106,1,0,2,0,0,2,4,0,0,0,0,1,1
2662,130,1,0,4,0,0,2,4,1,1,1,1,1,1
2664,34,1,0,4,0,1,1,4,1,0,1,1,1,1
2666,49,1,0,13,0,0,3,4,1,1,0,1,1,1
2670,130,1,0,6,3,0,2,4,1,0,0,1,1,1
2679,106,1,0,4,0,1,2,4,1,1,0,1,1,1
2691,142,0,0,1,0,0,1,4,1,1,0,1,1,1
2699,84,1,0,11,3,1,2,3,1,1,0,1,1,1
2715,34,0,0,3,0,0,2,4,1,1,0,1,1,0
2732,94,1,0,2,3,1,1,4,1,0,0,1,1,1
2747,156,0,0,13,3,1,2,4,1,1,0,1,1,1
2748,156,0,0,6,0,0,2,4,1,0,0,1,1,1
2749,156,1,0,12,1,1,2,4,1,1,0,1,1,1
2751,156,1,0,12,1,1,3,4,1,1,0,1,1,1
2752,62,1,0,2,3,1,3,4,1,0,0,1,0,1
2762,84,0,0,14,0,1,1,3,1,0,0,1,0,0
2764,94,1,0,1,3,1,2,4,1,0,0,1,1,1
2765,34,1,0,2,0,0,1,4,1,0,0,1,1,1
2768,24,1,0,2,3,0,2,4,1,0,0,1,1,1
2769,106,1,0,2,3,0,2,4,1,0,0,1,1,1
2772,84,1,0,0,0,0,2,3,1,0,0,1,1,1
2778,16,0,0,1,0,1,2,4,1,1,0,1,1,1
2785,140,1,0,1,0,1,1,4,1,0,0,1,1,1
2809,116,1,0,6,1,1,2,4,1,1,0,1,1,1
2810,130,1,0,2,1,0,2,4,1,0,0,0,1,1
2832,152,1,0,4,0,1,2,3,1,0,0,1,1,1
2840,49,1,0,6,2,0,3,4,1,1,0,0,1,1
2843,171,0,0,12,0,1,1,4,1,0,0,1,1,1
2849,172,1,0,5,0,0,1,4,1,0,0,1,1,1
2851,112,1,0,3,3,0,1,4,1,0,0,1,1,1
2882,130,1,0,13,0,0,2,4,1,1,0,1,0,0
2915,162,1,0,2,2,0,3,4,1,0,0,1,0,0
2916,152,1,0,2,2,1,2,3,1,0,0,1,0,0
2959,130,1,0,13,3,0,2,4,1,1,0,1,0,0
2960,152,1,0,3,2,0,2,3,1,1,0,1,1,1
2961,72,1,0,5,0,1,2,3,1,1,0,1,1,1
2962,11,1,0,5,0,0,2,4,1,1,0,1,1,1
2963,131,1,0,3,0,0,2,4,1,1,0,1,1,1
2964,106,1,0,2,0,0,2,4,1,1,0,1,1,1
2965,37,1,0,13,1,0,2,4,1,1,0,1,1,1
2966,84,1,0,2,0,1,1,3,1,1,0,1,1,1
2967,106,1,0,14,0,1,1,3,1,1,0,1,1,1
2968,10,1,0,14,3,0,1,2,1,1,0,1,1,1
2969,165,1,0,2,1,0,3,4,1,1,0,1,1,1
2970,165,1,0,2,0,1,3,4,1,1,0,1,1,1
2971,106,1,0,14,3,0,2,4,1,1,0,1,1,1
2972,131,1,0,3,0,1,2,4,1,1,0,1,1,1
2977,106,0,0,13,1,0,2,3,1,1,0,1,1,1
2978,11,0,0,2,1,1,2,3,1,1,0,1,1,1
2980,106,1,0,3,1,1,2,3,1,0,0,1,1,1
2981,106,1,0,3,1,1,2,3,1,1,0,1,1,1
2984,78,1,0,2,0,1,1,2,1,1,0,1,1,1
2993,116,1,0,3,3,1,2,4,0,0,0,1,1,1
2994,16,1,0,12,0,0,2,3,1,1,0,1,1,1
2999,106,0,0,4,3,0,2,4,1,1,0,1,1,1
3000,116,1,0,3,1,0,2,4,0,0,0,1,1,1
3001,116,1,0,0,1,1,2,4,0,0,0,1,1,1
3007,49,1,0,2,3,1,3,3,1,1,0,1,1,1
3015,116,0,0,13,3,0,3,4,1,0,0,1,1,1
3016,15,1,0,2,3,1,2,3,1,0,0,1,1,1
3017,62,1,0,6,1,1,2,3,1,1,0,1,1,1
3018,152,1,0,2,3,0,2,4,1,0,0,1,1,1
3019,80,0,0,4,1,1,2,3,1,1,0,1,1,1
3020,10,1,0,2,1,1,1,2,1,0,0,1,1,1
3021,16,1,0,2,1,0,2,3,1,0,0,1,1,1
3022,106,1,0,2,0,1,1,4,1,0,1,1,1,1
3023,106,1,0,4,3,1,2,3,1,0,0,1,1,1
3024,106,1,0,2,1,0,2,3,1,0,0,1,1,1
3025,106,1,0,2,3,0,2,4,1,0,0,1,1,1
3026,165,1,0,13,1,1,2,4,1,0,0,1,1,1
3028,49,0,0,13,3,1,3,4,1,1,0,1,1,1
3029,49,1,0,13,3,0,3,4,1,1,0,1,1,1
3030,49,1,0,2,1,0,3,4,1,1,0,1,1,1
3031,49,1,0,2,1,0,3,4,1,1,0,1,1,1
3045,62,1,0,2,3,0,3,4,1,1,0,1,1,1
3049,138,1,0,2,1,0,3,4,1,1,0,1,1,1
3050,106,0,0,2,3,1,2,3,1,0,0,1,1,1
3051,84,1,0,2,0,0,2,3,1,0,0,1,1,1
3055,106,1,0,14,0,1,1,4,1,1,0,1,1,1
3056,11,1,0,3,1,0,2,4,1,0,0,1,1,1
3057,11,1,0,3,1,1,2,4,1,0,0,1,1,1
3058,94,1,0,2,3,0,2,3,1,1,0,1,1,1
3077,106,1,0,2,1,1,2,4,0,0,0,1,1,1
3089,16,0,0,12,0,1,2,4,1,0,0,1,1,1
3090,165,1,0,0,3,1,2,5,1,0,0,1,1,1
3172,62,1,0,2,3,1,3,4,1,0,0,1,1,1
3173,130,0,0,14,3,1,2,4,1,0,0,1,1,1
3174,139,1,0,10,0,1,2,3,1,0,0,1,1,1
3175,39,1,0,13,1,1,3,3,1,1,0,1,1,1
3194,117,0,0,3,3,0,2,4,1,1,0,1,1,1
3195,106,1,0,5,1,1,2,3,1,0,0,1,1,1
3196,130,1,0,5,1,1,2,4,1,0,0,1,1,1
3197,34,1,0,5,1,0,2,4,1,1,0,1,1,1
3198,106,0,0,2,3,0,2,3,1,1,0,1,1,1
3200,152,1,0,2,0,0,1,4,1,0,0,1,1,1
3201,106,1,0,2,1,0,2,4,1,1,0,1,1,1
3202,94,1,0,2,1,0,1,4,1,0,0,1,1,1
3203,94,1,0,0,1,0,1,4,1,0,0,1,1,1
3204,94,1,0,0,1,0,1,4,1,0,0,1,1,1
3205,94,0,0,0,1,0,1,4,1,0,0,1,1,1
3206,94,1,0,3,1,0,1,4,1,0,0,1,1,1
3207,94,1,0,2,1,1,1,4,1,0,0,1,1,1
3212,49,1,0,13,1,1,3,4,1,1,0,1,1,1
3213,101,1,0,13,3,1,3,4,1,1,0,1,1,1
3215,94,1,0,12,1,1,2,4,1,1,0,1,1,1
3216,116,1,0,10,0,0,2,4,1,1,0,1,1,1
3222,126,0,0,2,0,1,3,2,1,1,1,1,0,1
3223,126,0,0,7,0,1,3,2,1,0,0,1,0,1
3224,116,0,0,12,1,1,2,4,1,0,0,1,1,1
3228,84,1,0,2,3,1,2,3,1,0,0,1,1,1
3229,116,0,0,3,3,1,2,4,1,0,0,1,1,1
3230,116,0,0,13,3,1,2,4,0,0,0,1,1,1
3231,165,1,0,13,3,1,3,2,1,1,0,1,1,1
3232,106,1,0,10,3,0,2,3,1,0,0,1,1,1
3233,16,1,0,13,3,0,2,3,1,1,0,1,1,1
3234,94,1,0,10,3,1,2,3,1,1,0,1,1,1
3235,44,1,0,2,1,0,2,3,1,0,0,1,1,1
3236,49,1,0,13,3,0,3,4,1,1,0,1,1,1
3237,34,0,0,13,1,0,2,3,1,1,0,1,1,1
3238,106,1,0,2,0,1,2,4,1,0,0,1,1,1
3246,106,1,0,2,3,0,2,3,1,1,0,1,1,1
3252,16,1,0,2,1,1,2,3,1,0,0,1,1,1
3253,162,1,0,14,3,1,1,3,1,1,0,1,1,1
3254,11,1,0,10,1,1,2,3,1,0,0,1,1,1
3257,63,1,0,2,0,0,2,3,1,1,0,1,1,1
3259,106,1,0,2,1,0,2,3,1,1,0,1,1,1
3287,130,0,0,13,3,1,1,4,1,0,0,1,1,0
3288,13,1,0,2,1,0,2,3,1,1,0,1,1,0
3289,13,1,0,2,1,0,2,3,1,1,0,1,1,1
3290,113,1,0,2,0,1,3,4,1,1,0,1,1,1
3294,165,1,0,2,3,1,2,4,1,0,0,1,1,1
3296,116,0,0,12,3,0,2,4,1,1,0,1,1,1
3301,34,1,0,2,0,1,2,4,1,1,0,1,1,1
3302,13,0,0,2,3,0,2,2,1,1,0,1,1,1
3303,165,1,0,6,3,0,2,2,1,0,0,1,1,1
3304,130,1,0,2,1,0,2,3,1,0,0,1,1,1
3306,116,1,0,10,1,1,2,4,0,0,0,1,1,1
3307,152,1,0,12,3,0,2,4,1,1,0,1,1,1
3310,84,0,0,2,0,1,2,3,1,0,0,1,1,1
3311,89,1,0,10,0,1,2,2,1,0,0,1,1,1
3312,89,1,0,5,0,1,2,2,1,0,0,1,1,1
3321,152,1,0,5,3,0,2,3,1,0,0,1,1,1
3325,116,1,0,6,1,1,2,4,1,0,0,1,1,1
3333,116,1,0,12,3,1,2,4,1,0,0,1,1,1
3334,116,1,0,14,3,0,2,4,1,1,0,1,1,1
3335,44,1,0,3,1,1,2,3,1,1,0,1,1,1
3337,171,0,0,12,3,0,2,3,1,1,0,1,1,1
3338,109,0,0,13,2,1,3,2,1,1,1,1,1,1
3339,109,0,0,13,2,0,3,2,1,1,1,1,1,1
3340,16,1,0,1,0,0,2,4,1,0,0,1,1,1
3341,16,1,0,3,3,1,3,4,1,0,0,1,1,1
3342,49,1,0,2,3,0,3,4,1,0,0,1,1,1
3343,130,0,0,3,1,0,2,4,1,0,0,1,1,1
3344,106,0,0,2,0,1,2,3,1,1,0,1,1,1
3345,30,1,0,2,1,0,2,4,1,0,0,1,1,1
3346,152,1,0,12,1,1,2,4,1,0,0,1,1,1
3347,101,1,0,12,1,1,2,4,1,0,0,1,1,1
3348,30,1,0,12,1,1,2,4,1,0,0,1,1,1
3350,165,1,0,4,0,1,1,3,1,1,0,1,1,1
3351,11,0,0,2,1,1,2,4,1,0,0,1,1,1
3352,94,1,0,13,3,1,2,4,0,1,0,1,1,1
3353,106,1,0,2,3,0,2,3,1,0,0,1,1,1
3354,44,1,0,2,1,0,2,3,1,0,0,1,1,1
3355,68,1,0,13,0,0,2,4,1,0,0,1,0,0
3359,106,1,0,2,1,0,2,3,1,0,0,1,1,1
3360,49,1,0,13,0,0,3,4,1,0,0,1,1,1
3361,106,1,0,5,3,0,2,3,1,0,0,1,1,1
3367,34,1,0,13,0,0,2,4,1,1,0,1,1,1
3369,117,1,0,3,3,0,2,3,1,0,0,1,1,1
3370,106,1,0,4,3,1,2,3,1,0,0,1,1,1
3371,84,1,0,2,0,0,2,3,1,1,0,1,0,1
3376,62,1,0,14,3,0,2,3,1,0,0,1,1,1
3377,70,1,0,12,0,1,2,4,1,1,0,1,1,1
3379,101,1,0,2,1,1,2,4,1,1,0,1,1,1
3380,49,1,0,2,0,1,3,4,1,1,0,1,1,1
3381,84,0,0,2,0,1,2,3,1,0,0,1,1,1
3385,106,1,0,2,3,1,2,3,1,0,0,1,1,1
3386,94,1,0,2,0,0,2,3,1,1,0,1,1,1
3387,181,1,0,13,0,0,2,4,1,1,0,1,1,1
3388,37,0,0,6,0,0,2,4,1,1,0,1,1,1
3394,106,1,0,2,3,1,2,3,1,0,0,1,1,1
3395,130,0,0,3,3,1,2,4,1,1,0,1,1,1
3396,106,1,0,3,3,0,2,4,1,1,0,1,1,1
3397,106,1,0,14,1,1,2,3,1,1,0,1,1,1
3398,106,1,0,13,1,1,2,3,1,0,0,1,1,1
3404,130,0,0,2,3,1,2,4,1,0,0,1,1,1
3408,156,1,0,2,1,0,2,2,1,1,0,1,1,1
3409,34,1,0,3,3,0,2,4,1,0,0,1,1,1
3410,106,1,0,14,1,0,2,3,1,1,0,1,1,1
3412,171,1,0,2,3,1,2,3,1,0,0,1,1,1
3413,84,1,0,2,3,0,2,3,1,0,0,1,1,1
3414,106,1,0,4,3,0,2,4,1,0,1,1,1,1
3415,13,1,0,4,0,1,2,4,1,0,0,1,1,1
3416,101,1,0,12,3,1,2,4,1,0,0,1,1,1
3417,16,0,0,12,0,1,1,4,1,1,1,1,1,1
3419,101,0,0,12,3,0,3,4,1,0,0,1,1,1
3420,162,1,0,10,3,1,2,4,1,1,0,1,1,1
3421,49,0,0,13,2,1,3,4,1,0,1,1,0,0
3423,106,1,0,2,1,1,2,3,1,0,0,1,1,1
3427,106,0,0,2,3,1,2,3,1,1,0,1,1,1
3428,130,0,0,10,3,0,2,4,1,0,0,1,1,1
3429,116,1,0,10,3,1,2,4,1,0,0,1,1,1
3432,94,1,0,14,0,0,2,3,1,0,0,1,1,1
3433,94,1,0,14,0,0,2,4,1,0,0,1,1,1
3434,130,1,0,4,3,0,2,4,1,0,0,1,1,1
3436,34,1,0,2,1,0,2,4,1,1,0,1,1,1
3437,116,1,0,10,1,1,2,4,1,0,0,1,1,1
3438,84,1,0,2,3,1,2,4,1,0,0,1,1,0
3439,30,1,0,2,1,1,2,2,1,1,0,1,1,1
3440,16,1,0,3,3,1,2,3,1,0,0,1,1,1
3441,106,1,0,5,1,1,2,3,1,0,0,1,1,1
3443,95,1,0,6,3,0,2,4,1,0,0,1,1,1
3444,130,1,0,2,1,0,2,4,0,0,0,0,1,1
3449,13,1,0,0,3,0,1,3,1,0,0,0,1,1
3450,106,0,0,2,3,0,2,3,1,1,0,1,0,0
3451,63,1,0,2,3,1,2,4,1,1,0,1,1,1
3452,106,1,0,13,1,1,2,3,1,1,0,1,1,1
3453,130,1,0,3,0,1,1,4,1,0,0,1,1,1
3455,130,1,0,6,0,1,1,4,0,0,0,1,1,1
3456,130,1,0,2,0,1,1,4,0,0,0,1,1,1
3457,130,1,0,2,0,1,1,4,1,0,0,1,1,1
3459,130,1,0,0,0,1,1,4,1,0,0,1,1,1
3460,130,1,0,2,3,0,2,4,1,1,0,1,1,0
3461,11,1,0,13,1,1,2,4,0,1,0,1,1,1
3464,16,1,0,2,3,0,3,4,1,1,0,1,1,1
3465,49,1,0,1,0,0,3,4,0,0,0,0,0,1
3466,49,1,0,13,0,1,3,4,1,1,0,1,0,1
3467,16,1,0,12,1,1,3,3,1,0,0,1,1,1
3469,106,0,0,14,1,0,2,3,1,0,0,1,1,1
3470,106,0,0,2,3,1,2,3,1,0,0,1,1,1
3471,130,1,0,0,0,0,1,4,1,0,0,1,1,1
3473,106,1,0,5,1,1,2,4,1,0,0,1,1,1
3475,16,1,0,13,3,1,2,4,1,0,0,1,1,1
3476,13,1,0,0,3,0,1,3,1,0,0,0,1,1
3479,106,1,0,5,2,0,2,4,1,1,0,1,1,1
3490,106,1,0,4,2,0,2,4,1,1,0,1,1,1
3491,130,0,0,13,1,1,2,4,1,0,0,1,1,1
3495,52,1,0,10,0,0,1,3,1,1,0,1,1,1
3496,110,1,0,2,3,1,2,3,1,1,0,1,1,1
3499,106,1,0,12,1,1,2,3,1,1,0,1,1,1
3500,106,1,0,12,1,0,2,3,1,1,0,1,1,1
3502,130,0,0,2,3,0,2,4,1,1,0,1,1,0
3506,34,1,0,3,1,0,2,4,1,0,0,1,1,1
3507,26,1,0,2,3,0,2,3,1,1,0,1,1,1
3510,106,1,0,1,3,1,2,3,1,0,0,1,1,1
3511,13,1,0,13,0,0,2,3,1,1,0,0,1,1
3512,16,1,0,12,3,0,2,3,1,1,0,0,1,1
3513,34,1,0,2,1,0,2,4,1,1,0,1,1,1
3514,84,1,0,2,1,1,2,3,1,1,0,1,1,1
3516,152,1,0,4,0,1,2,3,1,0,0,1,1,1
3517,152,1,0,5,0,0,2,3,1,0,0,1,1,1
3518,116,1,0,1,3,0,1,4,0,0,0,0,1,1
3519,106,0,0,2,0,0,1,4,0,0,0,0,1,1
3520,106,1,0,2,3,1,2,3,1,0,0,1,1,1
3521,117,1,0,3,3,1,2,3,1,1,0,1,1,1
3522,106,1,0,2,3,0,2,4,1,0,0,1,1,1
3527,84,1,0,2,3,0,2,3,1,0,0,1,1,1
3528,132,1,0,2,1,0,2,3,1,1,0,1,1,1
3529,106,1,0,2,3,0,2,4,1,0,0,1,1,1
3532,84,1,0,5,1,0,2,3,1,0,0,1,1,1
3533,88,1,0,5,1,1,2,3,1,1,0,1,1,1
3535,34,1,0,13,3,0,2,4,1,1,0,1,1,1
3536,85,1,0,2,3,0,2,4,1,0,0,1,1,1
3537,29,1,0,2,3,0,2,4,1,0,0,1,1,1
3539,156,1,0,2,1,1,2,2,1,0,0,1,1,1
3541,106,1,0,2,3,0,2,3,1,1,0,1,1,1
3542,49,0,0,13,0,1,3,4,1,1,0,1,0,0
3543,130,0,0,10,3,0,2,4,1,1,0,1,0,0
3546,165,1,0,2,3,1,2,3,1,1,0,1,1,1
3547,30,1,0,2,0,1,2,2,0,1,0,1,1,1
3548,106,1,0,14,3,1,2,3,1,0,0,1,1,1
3552,106,1,0,2,3,1,2,3,1,0,0,1,1,1
3554,49,0,0,2,0,1,3,4,1,1,0,1,1,1
3555,106,1,0,2,3,0,2,3,1,0,0,1,1,1
3559,11,1,0,2,0,1,2,3,1,0,0,0,1,1
3560,117,1,0,3,0,0,2,4,1,0,0,0,1,1
3561,117,1,0,3,3,0,2,4,0,0,0,0,1,1
3564,34,1,0,14,1,0,2,4,1,0,0,1,1,1
3565,106,1,0,2,3,0,2,4,1,1,0,1,1,1
3566,130,1,0,13,0,1,1,4,0,0,0,0,0,1
3568,106,1,0,2,3,1,2,4,1,0,0,1,1,1
3569,94,1,0,5,3,0,2,4,1,0,0,1,1,1
3570,84,0,0,14,3,1,2,3,1,0,0,1,1,1
3572,130,0,0,13,3,1,2,4,1,0,0,1,1,1
3581,49,1,0,5,0,0,3,4,1,1,0,1,1,1
3582,34,1,0,5,0,0,2,4,1,1,0,1,1,1
3587,11,0,0,13,3,0,2,4,1,0,0,1,1,1
3671,84,0,0,1,0,0,1,3,1,1,0,1,1,1
3672,130,1,0,6,0,0,1,4,1,1,0,1,1,1
3673,49,1,0,13,2,1,3,4,1,1,0,1,1,1
3674,84,1,0,14,3,1,1,3,1,1,0,1,1,1
3676,49,1,0,1,1,1,3,4,1,0,0,1,1,1
3677,49,1,0,4,1,0,3,4,1,0,0,1,1,1
3679,19,1,0,14,0,1,3,4,1,1,0,1,1,1
3680,15,1,0,14,0,0,2,4,1,1,0,1,1,1
3681,49,1,0,14,0,1,3,4,1,1,0,1,1,1
3682,11,1,0,2,0,0,2,3,1,1,0,1,1,1
3683,165,1,0,13,1,0,3,4,1,0,0,1,1,1
3684,134,1,0,13,0,1,3,4,1,1,0,1,1,1
3685,49,1,0,14,1,0,3,4,1,0,0,1,1,1
3686,49,1,0,12,1,0,3,4,1,0,0,1,1,1
3690,165,1,0,2,1,1,3,4,1,0,0,1,1,1
3691,165,1,0,6,1,1,3,4,1,1,0,1,1,1
3694,49,1,0,10,3,0,3,4,1,1,0,1,1,1
3695,165,1,0,2,1,0,3,4,1,1,0,1,1,1
3699,165,1,0,14,1,0,3,4,1,1,0,1,1,1
3700,134,1,0,13,1,1,3,4,1,0,0,1,1,1
3701,165,1,0,14,1,0,3,4,1,0,0,1,1,1
3724,9,0,0,3,0,0,1,3,1,1,0,1,1,1
3725,13,1,0,2,0,0,1,3,1,1,0,1,1,1
3728,130,1,0,13,0,0,1,4,1,1,0,1,1,1
3767,152,0,0,12,2,0,2,3,1,1,0,1,1,1
3769,152,1,0,14,0,1,2,4,1,1,0,1,1,1
3835,30,1,0,2,2,0,1,3,1,1,0,1,1,1
3837,151,1,0,2,0,1,1,4,1,1,0,1,0,1
3838,45,1,0,10,1,1,2,4,1,0,0,1,1,1
3839,84,0,0,1,3,1,1,2,1,1,0,1,0,1
3841,64,1,0,2,3,0,2,4,1,1,0,1,1,1
3893,16,1,0,12,3,0,3,4,1,1,0,1,0,0
3894,34,1,0,2,1,0,2,4,1,0,0,1,1,1
3903,34,1,0,10,1,1,3,4,1,0,0,1,1,1
3912,23,1,0,0,1,1,3,3,1,0,0,1,1,1
3916,23,1,0,2,3,0,3,3,0,0,0,1,1,1
3917,152,1,0,2,1,1,2,4,0,1,0,1,1,1
3929,101,1,0,14,1,1,3,4,1,1,0,1,1,1
3956,84,0,0,1,3,0,1,3,1,1,0,1,1,1
3958,142,1,0,1,1,1,1,3,1,1,0,1,1,1
3987,163,1,0,4,3,0,1,3,1,1,0,1,1,1
4008,39,1,0,0,0,1,3,4,1,1,0,1,1,1
4013,49,0,0,1,0,0,3,4,1,0,0,1,1,1
4050,45,1,0,12,1,1,2,4,1,1,0,1,1,1
4059,49,0,0,12,1,0,3,4,0,0,0,0,1,1
4060,49,0,0,12,1,0,3,4,0,0,0,0,1,1
4061,49,0,0,12,1,0,3,4,0,0,0,0,1,1
4062,49,0,0,12,1,0,3,4,0,0,0,0,1,1
4063,49,0,0,12,1,1,3,4,0,0,0,0,1,1
4079,49,1,0,14,2,0,3,4,1,1,0,1,1,1
4080,182,1,0,12,3,1,3,4,1,1,0,1,1,1
4081,106,1,0,14,1,1,1,4,1,1,0,1,1,1
4094,113,1,0,1,3,0,3,4,1,1,0,1,1,1
4095,113,1,0,14,3,1,3,4,1,1,0,1,1,1
4097,62,1,0,2,3,0,3,4,1,1,0,1,1,1
4098,182,1,0,12,0,0,3,3,1,1,0,1,1,1
4099,148,1,0,6,0,0,3,3,1,1,0,1,1,1
4100,49,0,0,12,3,0,3,4,0,1,0,0,1,1
4101,49,0,0,4,1,0,3,4,0,1,0,0,1,1
4105,182,1,0,2,2,0,3,3,1,1,0,1,1,1
4106,16,1,0,10,3,0,3,4,0,0,0,1,1,1
4107,13,1,0,12,0,0,2,3,0,0,0,1,1,1
4108,116,0,0,14,3,0,3,4,1,0,0,1,1,1
4109,45,1,0,12,3,1,2,4,0,0,0,1,1,1
4111,84,0,0,12,0,0,2,3,1,1,0,1,1,1
4112,84,1,0,2,3,0,2,3,1,1,0,1,1,1
4113,134,1,0,14,0,1,3,3,1,1,0,1,1,1
4114,9,0,0,6,0,1,2,4,1,1,0,1,1,1
4121,13,1,0,1,3,1,1,3,1,1,0,1,1,1
4146,106,1,0,14,1,0,2,3,1,0,0,1,1,1
4149,45,1,0,3,0,0,2,3,1,1,0,1,1,1
4168,106,1,0,2,1,1,2,4,1,0,0,1,1,1
4170,106,1,0,2,1,0,2,4,1,0,0,1,1,1
4171,106,1,0,2,1,1,2,4,1,0,0,1,1,1
4172,106,1,0,2,1,0,2,4,1,0,0,1,1,1
4196,116,0,0,4,3,1,3,4,1,1,0,1,1,1
4198,84,0,0,0,0,1,1,3,1,1,0,1,1,1
4205,95,0,0,1,3,1,2,3,1,0,0,1,1,1
4246,106,1,0,13,0,0,1,3,1,0,0,1,1,1
4267,156,0,0,2,0,0,2,3,1,0,0,1,1,1
4282,49,1,0,13,0,0,3,4,1,0,0,0,0,1
4286,64,0,0,2,3,1,1,4,1,1,0,1,1,1
4291,165,1,0,13,1,0,3,4,1,0,0,1,1,1
4292,165,1,0,14,1,0,3,4,1,0,0,1,1,1
4303,62,1,0,10,0,0,3,3,1,0,0,1,1,1
4324,30,1,0,1,3,0,2,4,1,1,0,1,1,1
4346,49,0,0,0,3,1,3,4,1,1,0,0,1,1
4350,155,0,0,9,2,0,3,2,1,0,0,1,0,0
4351,108,1,0,6,3,1,3,2,1,1,0,1,0,1
4354,84,1,0,6,1,0,2,4,1,0,0,0,1,1
4355,84,1,0,6,1,1,2,2,1,0,0,1,1,1
4356,84,0,0,1,3,0,1,4,0,1,0,0,1,1
4359,84,0,0,1,0,1,1,3,1,1,0,1,1,1
4379,156,0,0,2,2,0,2,4,1,1,0,1,1,1
4390,49,1,0,14,3,0,3,3,1,1,0,1,0,1
4437,49,1,0,2,2,0,3,4,1,1,0,1,1,1
4448,67,1,0,3,0,0,1,4,1,1,0,1,1,1
4467,49,1,0,12,0,1,3,4,1,1,0,1,0,0
4468,16,1,0,13,3,0,3,4,1,1,0,1,1,1
4475,106,1,0,2,0,1,1,4,1,1,0,1,1,1
4476,156,0,0,2,1,0,2,3,1,0,0,1,1,1
4477,156,0,0,2,1,1,2,3,1,0,0,1,1,1
4486,130,1,0,3,0,0,2,4,1,1,0,1,1,1
4493,13,1,0,10,3,1,3,4,1,1,0,1,1,1
4516,84,0,0,1,0,1,1,4,1,1,0,1,1,0
4528,34,1,0,13,1,1,2,4,0,0,0,0,1,1
4530,19,0,0,14,1,1,1,3,1,1,0,1,1,1
4531,165,1,0,2,3,0,3,4,1,1,0,1,1,1
4532,152,1,0,2,3,1,2,4,1,1,0,1,1,1
4542,130,0,0,2,3,0,2,4,1,0,0,1,0,1
4546,134,0,0,13,2,0,3,0,1,1,0,1,1,1
4548,84,1,0,2,2,1,1,3,1,1,0,0,1,1
4549,155,1,0,6,2,1,3,2,1,1,1,0,1,1
4551,84,0,0,1,3,1,1,4,1,1,0,1,1,1
4557,106,1,0,0,0,0,2,4,1,1,0,1,0,1
4573,49,1,0,4,0,1,3,4,1,1,0,1,0,1
4574,49,0,0,14,0,0,3,4,1,0,0,1,0,1
4575,49,0,0,2,0,1,3,4,1,0,0,1,0,1
4583,49,1,0,0,1,1,3,4,1,1,0,1,1,1
4589,152,1,0,14,2,1,1,3,1,1,0,1,1,1
4590,49,0,0,4,3,0,3,4,1,1,0,1,1,1
4599,49,0,0,3,0,1,3,4,1,0,0,1,1,1
4600,49,0,0,1,0,0,3,4,1,0,0,1,1,1
4605,49,0,0,1,3,0,3,4,1,0,0,1,1,1
4612,30,1,0,12,1,0,2,4,1,1,0,1,1,1
4613,13,1,0,12,1,0,2,4,1,1,0,1,1,1
4615,165,1,0,13,1,1,3,4,1,0,0,1,1,1
4625,37,1,0,2,0,1,0,4,1,1,0,0,0,1
4627,84,0,0,12,3,0,1,4,1,1,0,1,1,1
4632,106,1,0,13,3,0,1,4,1,0,0,1,1,1
4640,62,1,0,3,1,1,3,3,1,0,0,1,1,1
4644,84,1,0,2,1,0,2,4,1,0,0,1,1,1
4647,13,1,0,12,3,1,2,3,1,1,0,1,0,1
4649,130,1,0,13,1,1,2,4,1,1,0,1,1,1
4658,84,0,0,2,1,1,1,3,1,1,1,1,1,1
4659,45,1,0,12,0,1,2,4,1,1,0,1,0,1
4662,106,1,0,2,0,0,2,4,1,0,0,1,1,1
4664,11,1,0,2,1,1,2,4,1,0,0,1,1,1
