,breed_primary,breed_secondary,breed_mixed,breed_unknown,color_primary,color_secondary,age,sex,size,coat,fixed,house_trained,special_needs,shots_current,env_children,env_dogs,env_cats
9616,124,137,1,0,4,13,3,1,1,4,1,1,0,1,1,1,1
9617,180,106,1,0,2,-1,3,1,1,4,1,1,0,1,1,1,1
9618,12,-1,1,0,-1,-1,1,1,2,4,1,0,0,1,1,1,-1
9619,97,-1,1,0,2,14,3,1,1,3,1,0,0,1,1,1,-1
9620,12,-1,1,0,-1,-1,1,1,2,4,1,0,0,1,1,1,-1
9621,57,-1,0,0,-1,-1,0,1,3,-1,1,0,0,1,-1,-1,-1
9622,97,-1,1,0,2,14,1,1,1,3,1,0,0,1,1,1,-1
9623,12,-1,1,0,-1,-1,1,1,2,4,1,0,0,0,1,1,-1
9624,12,-1,1,0,-1,-1,1,1,2,4,1,0,0,1,-1,-1,-1
9625,97,-1,1,0,0,-1,1,1,1,3,1,0,0,1,1,1,-1
9626,57,-1,0,0,12,14,0,0,3,4,1,1,0,1,1,1,1
9627,57,-1,0,0,6,13,0,1,3,4,1,0,0,1,1,1,1
9628,104,-1,1,0,13,-1,1,1,1,4,1,0,0,1,1,1,-1
9629,124,135,1,0,-1,-1,0,0,2,4,1,1,0,1,1,1,0
9630,57,-1,0,0,8,-1,0,0,3,4,1,0,0,1,1,1,1
9631,57,-1,0,0,6,14,0,0,3,4,1,0,0,1,1,1,1
9632,57,-1,0,0,2,6,0,0,3,4,1,0,0,1,1,1,1
9633,12,106,1,0,10,13,3,1,2,4,1,0,0,1,-1,1,-1
9634,164,19,1,0,0,-1,0,0,2,4,1,0,0,1,1,1,-1
9635,157,-1,1,0,-1,-1,0,0,2,4,1,1,0,1,-1,1,-1
9636,57,138,1,0,5,10,0,0,3,3,1,0,0,1,1,1,1
9637,57,-1,0,0,0,13,0,1,3,3,1,0,0,1,1,1,1
9638,157,-1,1,0,-1,-1,1,1,2,4,1,0,0,1,1,1,-1
9639,57,138,1,0,12,-1,0,0,3,3,0,0,0,0,-1,-1,-1
9640,57,138,1,0,12,-1,0,0,3,4,1,0,0,1,1,1,1
9641,157,-1,1,0,-1,-1,1,1,2,4,1,0,0,1,1,1,-1
9642,157,-1,1,0,-1,-1,1,1,2,4,1,0,0,1,1,1,-1
9643,57,-1,0,0,-1,-1,0,0,3,3,1,0,0,1,1,1,1
9644,57,-1,0,0,4,14,0,1,3,3,1,0,0,1,1,1,1
9645,57,-1,0,0,10,-1,0,1,3,3,1,0,0,1,1,1,1
9646,57,-1,0,0,0,10,1,0,3,4,1,0,0,1,1,1,1
9647,138,-1,0,0,-1,-1,1,1,2,-1,1,0,0,1,-1,1,-1
9648,105,-1,0,0,13,-1,3,0,1,2,1,0,0,1,1,1,-1
9649,195,-1,0,0,-1,-1,0,0,2,-1,1,0,0,1,-1,1,-1
9650,105,-1,0,0,13,-1,3,1,0,2,1,0,0,1,1,1,-1
9651,57,-1,0,0,-1,-1,0,0,3,-1,1,0,0,1,-1,1,-1
9652,180,53,1,0,5,-1,2,0,2,3,1,1,0,1,1,1,1
9653,215,-1,0,0,-1,-1,0,0,3,3,1,1,0,1,-1,-1,1
9654,164,-1,1,0,-1,-1,2,1,3,-1,1,0,0,0,-1,-1,-1
9655,183,-1,1,0,-1,-1,2,0,3,-1,1,0,0,0,-1,-1,-1
9656,138,-1,1,0,-1,-1,3,0,2,4,1,1,0,1,0,-1,-1
9657,195,106,1,0,2,13,2,1,2,4,1,1,0,1,-1,1,1
9658,195,106,1,0,2,13,2,1,2,4,1,1,0,1,-1,1,1
9659,35,19,1,0,-1,-1,1,0,2,-1,1,0,0,1,-1,1,-1
9660,57,-1,1,0,-1,-1,3,1,3,-1,1,0,0,1,0,1,-1
9661,38,-1,0,0,-1,-1,2,0,2,-1,1,0,0,1,-1,1,-1
9662,57,-1,1,0,-1,-1,2,1,3,-1,1,0,0,0,-1,-1,-1
9663,57,-1,1,0,-1,-1,2,1,3,-1,0,0,0,0,-1,-1,-1
9664,18,-1,0,0,4,13,3,0,3,-1,1,1,0,1,1,1,1
9665,215,-1,0,0,-1,-1,3,1,3,-1,1,0,0,1,-1,1,-1
9666,215,-1,0,0,-1,-1,3,1,3,-1,1,0,0,1,-1,1,-1
9667,35,56,1,0,-1,-1,1,1,2,-1,0,0,0,0,-1,-1,-1
9668,57,-1,0,0,-1,-1,1,0,2,-1,0,0,0,0,-1,-1,-1
9669,57,-1,0,0,-1,-1,1,0,2,-1,0,0,0,0,-1,-1,-1
9670,57,-1,0,0,-1,-1,1,0,2,-1,0,0,0,0,-1,-1,-1
9671,51,-1,0,0,-1,-1,1,0,2,-1,0,0,0,0,-1,-1,-1
9672,180,-1,0,0,-1,-1,1,1,2,-1,0,0,0,0,-1,-1,-1
9673,180,-1,0,0,-1,-1,1,0,2,-1,0,0,0,0,-1,-1,-1
9674,110,106,1,0,-1,-1,1,0,2,-1,0,0,0,0,-1,-1,-1
9675,110,-1,0,0,-1,-1,1,0,2,-1,0,0,0,0,-1,-1,-1
9676,124,-1,0,0,-1,-1,1,0,2,-1,0,0,0,0,-1,-1,-1
9677,124,-1,0,0,-1,-1,1,0,2,-1,0,0,0,0,-1,-1,-1
9678,124,95,1,0,-1,-1,1,1,2,-1,0,0,0,0,-1,-1,-1
9679,12,95,1,0,-1,-1,3,0,2,-1,1,0,0,1,1,1,1
9680,157,-1,0,0,10,-1,0,1,1,4,0,0,0,0,-1,-1,-1
9681,124,57,1,0,-1,-1,0,0,1,-1,1,0,0,1,1,1,1
9682,97,106,1,0,2,-1,1,1,1,3,1,0,0,1,1,1,1
9683,124,-1,1,0,4,-1,3,0,2,4,1,0,0,1,1,1,-1
9684,97,106,1,0,2,14,1,0,1,3,1,0,0,1,1,1,1
9685,97,106,1,0,2,14,1,0,1,3,1,0,0,1,1,1,1
9686,139,172,1,0,12,14,0,1,2,4,1,1,0,1,1,1,-1
9687,97,106,1,0,2,14,1,0,1,3,1,0,0,1,1,1,1
9688,40,106,1,0,12,-1,1,0,1,4,1,0,0,1,1,1,1
9689,14,106,1,0,2,14,1,0,1,4,1,0,0,1,1,1,1
9690,14,106,1,0,10,13,1,0,1,4,1,0,0,1,1,1,1
9691,157,-1,1,0,-1,-1,1,1,2,-1,1,1,0,1,-1,1,1
9692,52,-1,1,0,1,8,1,1,1,4,1,1,0,1,1,1,-1
9693,35,-1,1,0,-1,-1,0,1,2,-1,1,0,0,1,-1,1,-1
9694,35,-1,1,0,-1,-1,0,1,2,-1,1,0,0,1,1,1,-1
9695,180,-1,1,0,-1,-1,3,0,2,-1,1,0,0,1,1,-1,-1
9696,195,-1,1,0,-1,-1,3,1,2,-1,1,0,0,1,1,1,-1
9697,52,-1,1,0,1,8,1,1,1,4,1,1,0,1,1,1,-1
9698,157,-1,0,0,4,13,1,1,1,4,1,0,0,1,1,1,1
9699,138,-1,1,0,-1,-1,0,0,2,-1,1,0,0,0,-1,-1,-1
9700,157,-1,0,0,11,-1,3,0,2,4,1,1,0,1,1,1,1
9701,35,158,1,0,12,-1,1,1,2,4,1,1,0,1,1,1,1
9702,164,50,1,0,-1,-1,2,1,3,-1,1,0,0,1,-1,1,-1
9703,97,-1,0,0,-1,-1,3,1,1,-1,1,0,0,1,-1,1,-1
9704,48,150,1,0,12,-1,0,0,2,4,1,1,0,1,1,1,-1
9705,124,-1,1,0,4,-1,1,1,2,-1,1,1,0,1,1,1,-1
9706,124,-1,1,0,14,-1,3,0,2,-1,1,1,0,1,1,1,-1
9707,12,-1,0,0,2,13,0,0,2,4,1,0,0,1,-1,-1,-1
9708,38,-1,0,0,-1,-1,0,0,2,-1,0,0,0,1,1,1,-1
9709,195,-1,1,0,12,-1,0,1,3,2,1,0,0,1,-1,-1,-1
9710,53,-1,1,0,9,-1,0,1,1,4,1,0,0,1,-1,-1,-1
9711,124,56,1,0,-1,-1,1,1,1,-1,0,1,0,1,1,1,1
9712,157,-1,1,0,6,-1,2,1,1,4,1,0,0,1,-1,0,-1
9713,124,56,1,0,-1,-1,1,0,1,-1,0,1,0,1,1,1,1
9714,124,56,1,0,-1,-1,1,1,1,-1,0,1,0,1,1,1,1
9715,195,120,1,0,-1,-1,2,1,2,-1,1,0,0,0,1,1,1
9716,18,18,1,0,12,-1,0,0,1,-1,1,0,0,1,0,1,0
9717,180,135,1,0,7,13,3,0,2,3,1,1,0,1,1,1,1
9718,175,154,1,0,2,-1,3,1,2,4,1,1,0,1,-1,-1,-1
9719,27,-1,1,0,-1,-1,1,1,1,-1,1,1,0,1,1,1,1
9720,27,-1,1,0,-1,-1,1,0,1,-1,1,1,0,1,1,1,1
9721,135,57,1,0,1,-1,3,0,2,-1,1,0,0,1,-1,1,-1
9722,12,-1,1,0,-1,-1,1,0,2,-1,1,1,0,1,-1,1,-1
9723,6,169,1,0,-1,-1,0,0,2,-1,1,1,0,1,-1,1,1
9724,27,-1,1,0,-1,-1,3,1,1,-1,1,1,0,1,-1,1,-1
9725,57,60,1,0,-1,-1,3,0,3,-1,1,0,0,1,1,1,-1
9726,27,-1,1,0,-1,-1,3,1,1,-1,0,0,0,1,1,1,-1
9727,27,-1,1,0,-1,-1,3,0,1,-1,0,0,0,1,1,1,-1
9728,18,-1,1,0,1,-1,3,1,2,4,1,1,0,1,1,1,-1
9729,180,-1,1,0,3,-1,3,1,2,4,1,0,0,1,1,1,1
9730,139,-1,1,0,4,-1,1,1,3,3,1,0,0,1,1,1,1
9731,139,-1,1,0,2,-1,1,0,2,4,1,0,0,1,1,1,1
9732,139,-1,1,0,14,-1,1,0,2,4,1,0,0,1,1,1,1
9733,139,-1,0,0,4,13,1,0,2,4,1,0,0,1,1,1,1
9734,157,120,1,0,-1,-1,2,1,2,-1,1,0,0,1,-1,-1,-1
9735,157,-1,0,0,-1,-1,0,1,2,-1,1,0,0,1,-1,-1,-1
9736,14,-1,1,0,-1,-1,1,0,1,-1,1,0,0,0,-1,-1,-1
9737,139,-1,1,0,-1,-1,1,0,1,-1,1,0,0,0,-1,-1,-1
9738,10,-1,1,0,-1,-1,1,0,2,4,1,1,0,1,1,-1,-1
9739,110,19,1,0,2,3,1,1,2,4,1,0,0,1,1,1,-1
9740,180,-1,0,0,-1,-1,0,0,2,-1,0,0,0,1,-1,-1,-1
9741,45,-1,0,0,-1,-1,0,0,2,-1,0,0,0,1,-1,-1,-1
9742,138,-1,0,0,-1,-1,0,1,1,-1,1,0,0,1,-1,-1,-1
9743,110,-1,1,0,-1,-1,0,1,2,-1,1,0,0,1,-1,-1,-1
9744,192,-1,1,0,-1,-1,0,1,2,-1,1,0,0,1,-1,-1,-1
9745,192,-1,1,0,-1,-1,0,0,1,-1,1,0,0,1,-1,-1,-1
9746,10,135,1,0,10,13,3,1,1,4,1,1,0,1,-1,-1,0
9747,71,-1,0,0,10,13,3,1,3,4,0,0,0,0,-1,-1,-1
9748,79,57,1,0,12,-1,0,1,1,4,1,0,1,1,1,1,-1
9749,124,-1,0,0,13,14,3,0,3,4,1,0,0,1,-1,1,-1
9750,124,-1,0,0,2,-1,3,1,2,4,1,0,0,1,-1,1,-1
9751,124,-1,0,0,4,-1,0,1,2,4,1,0,0,1,-1,1,0
9752,35,137,1,0,2,13,3,1,2,4,1,1,0,1,1,1,-1
9753,180,-1,1,0,2,-1,3,1,2,-1,1,0,0,0,-1,-1,-1
9754,157,-1,1,0,-1,-1,3,1,2,-1,0,0,0,1,1,1,-1
9755,57,-1,1,0,-1,-1,2,0,3,-1,0,0,0,1,1,1,-1
9756,117,-1,0,0,12,-1,0,0,3,-1,1,0,0,1,-1,-1,-1
9757,124,-1,0,0,2,13,3,1,2,4,1,1,0,0,1,1,1
9758,117,-1,1,0,2,4,1,0,2,4,1,0,0,1,1,1,1
9759,160,-1,1,0,10,-1,0,0,3,2,1,0,0,1,-1,-1,-1
9760,57,-1,1,0,-1,-1,3,0,3,-1,1,0,0,1,-1,1,-1
9761,27,106,1,0,2,13,3,1,2,4,1,1,0,1,1,1,1
9762,91,27,1,0,-1,-1,3,0,2,-1,1,1,0,1,-1,1,-1
9763,117,-1,1,0,2,4,1,0,3,4,1,0,0,1,1,1,1
9764,157,-1,1,0,6,13,0,0,2,4,1,1,0,1,1,1,-1
9765,138,-1,1,0,-1,-1,0,1,3,-1,1,0,0,1,-1,-1,-1
9766,124,120,1,0,-1,-1,3,0,2,-1,1,0,0,1,1,1,1
9767,124,181,1,0,5,13,1,0,3,4,1,1,0,1,1,1,1
9768,175,139,1,0,-1,-1,2,1,3,-1,1,1,0,1,0,1,-1
9769,124,95,1,0,2,-1,1,1,2,4,0,0,0,1,1,1,1
9770,97,106,1,0,1,3,1,1,2,4,1,0,0,1,1,1,-1
9771,124,95,1,0,2,-1,1,0,2,4,0,0,0,1,1,1,1
9772,97,106,1,0,5,13,1,1,2,4,1,0,0,1,1,1,-1
9773,124,95,1,0,2,-1,1,0,2,4,0,0,0,1,1,1,1
9774,124,95,1,0,2,-1,1,1,2,4,0,0,0,1,1,1,1
9775,97,106,1,0,5,13,1,1,2,4,1,0,0,1,1,1,-1
9776,97,106,1,0,5,13,1,0,2,4,1,0,0,1,1,1,-1
9777,97,-1,0,0,2,14,0,0,1,3,1,1,0,1,-1,-1,-1
9778,97,106,1,0,5,13,1,0,2,4,1,0,0,1,1,1,-1
9779,195,120,1,0,-1,-1,0,0,2,-1,1,0,0,0,1,1,1
9780,195,120,1,0,-1,-1,0,1,2,-1,0,0,0,0,1,1,1
9781,195,120,1,0,-1,-1,0,1,1,-1,1,0,0,0,1,1,1
9782,157,-1,1,0,10,13,3,1,1,4,1,0,0,0,-1,-1,0
9783,87,144,1,0,4,13,1,0,3,4,1,1,0,1,1,1,1
9784,157,-1,1,0,-1,-1,1,0,2,4,1,0,0,1,1,1,-1
9785,157,-1,1,0,10,13,0,0,2,4,1,1,0,1,1,1,1
9786,124,156,1,0,2,-1,3,1,2,-1,1,1,0,1,1,1,0
9787,124,-1,1,0,4,-1,3,1,2,-1,1,1,0,1,1,1,-1
9788,57,-1,0,0,-1,-1,3,1,3,4,1,1,0,1,-1,1,1
9789,18,-1,0,0,2,4,1,0,2,4,1,0,0,1,-1,1,-1
9790,18,-1,0,0,12,-1,1,1,2,4,1,0,0,1,-1,1,-1
9791,174,160,1,0,2,-1,3,0,2,3,1,0,0,1,-1,1,-1
9792,180,-1,0,0,-1,-1,1,1,2,-1,0,0,0,0,-1,-1,-1
9793,180,-1,0,0,-1,-1,1,1,2,-1,0,0,0,0,-1,-1,-1
9794,71,-1,0,0,-1,-1,1,0,2,-1,0,0,0,0,-1,-1,-1
9795,180,-1,0,0,-1,-1,1,1,2,-1,0,0,0,0,-1,-1,-1
9796,110,-1,0,0,-1,-1,1,1,2,-1,0,0,0,0,-1,-1,-1
9797,18,-1,0,0,-1,-1,1,0,2,-1,0,0,0,0,-1,-1,-1
9798,180,-1,0,0,-1,-1,1,1,2,-1,0,0,0,0,-1,-1,-1
9799,180,-1,0,0,-1,-1,1,0,2,-1,0,0,0,0,-1,-1,-1
9800,174,160,1,0,2,-1,3,0,2,3,1,0,0,1,-1,1,-1
9801,18,-1,0,0,12,-1,0,1,2,4,1,1,0,1,1,1,1
9802,110,-1,0,0,4,-1,1,1,2,4,1,0,0,1,1,1,-1
9803,138,-1,0,0,2,13,1,1,2,4,1,0,0,1,1,1,1
9804,68,-1,1,0,5,-1,3,0,2,3,1,0,0,1,-1,1,0
9805,164,19,1,0,4,-1,2,1,2,4,1,0,0,1,-1,1,-1
9806,215,-1,0,0,-1,-1,3,0,2,-1,0,0,0,0,-1,-1,-1
9807,169,-1,0,0,2,4,0,0,1,4,1,0,0,1,-1,1,-1
9808,102,90,1,0,14,-1,1,1,2,4,1,0,0,1,1,1,1
9809,18,-1,0,0,14,-1,0,0,2,4,0,0,0,0,-1,-1,-1
9810,195,50,1,0,-1,-1,3,1,2,-1,1,1,0,1,-1,1,-1
9811,192,81,1,0,-1,-1,1,1,2,-1,1,0,0,1,1,1,1
9812,202,-1,0,0,-1,-1,3,1,2,-1,1,1,0,1,-1,1,-1
9813,57,60,1,0,-1,-1,0,1,3,-1,1,1,0,1,0,1,0
9814,27,-1,0,0,-1,-1,3,0,2,-1,0,0,0,0,-1,-1,-1
9815,129,-1,1,0,-1,-1,2,1,3,-1,1,0,0,1,0,1,-1
9816,35,73,1,0,-1,-1,1,0,2,-1,0,0,0,0,-1,-1,-1
9817,167,-1,0,0,2,10,0,1,1,2,0,0,0,0,-1,-1,-1
9818,18,-1,0,0,12,-1,0,1,2,4,0,0,0,0,-1,-1,-1
9819,212,172,1,0,-1,-1,3,1,3,-1,1,0,0,1,1,1,1
9820,160,-1,0,0,-1,-1,0,0,3,2,1,1,0,1,1,1,-1
9821,52,-1,0,0,9,-1,0,0,2,4,1,1,1,1,-1,1,-1
9822,110,-1,1,0,2,13,1,0,1,4,0,0,0,1,1,1,-1
9823,110,-1,1,0,2,13,1,0,1,4,0,0,0,1,1,1,-1
9824,110,120,1,0,-1,-1,1,1,2,-1,0,0,0,0,-1,-1,-1
9825,110,-1,1,0,2,13,1,0,1,4,0,0,0,1,1,1,1
9826,110,-1,1,0,0,-1,1,1,1,4,0,0,0,1,1,1,1
9827,157,-1,1,0,-1,-1,1,0,1,4,0,0,0,1,1,1,1
9828,189,-1,1,0,-1,-1,1,0,2,4,1,0,0,1,1,1,1
9829,110,-1,1,0,1,-1,1,1,1,4,0,0,0,1,1,1,-1
9830,57,-1,0,0,10,13,3,1,3,4,1,0,0,1,0,-1,-1
9831,110,-1,1,0,1,-1,1,1,1,4,0,0,0,1,1,1,-1
9832,215,-1,0,0,1,2,3,1,3,4,1,1,0,1,1,1,-1
9833,150,-1,0,0,-1,-1,0,0,3,-1,1,0,0,1,0,0,0
9834,124,10,1,0,-1,-1,1,0,1,4,1,0,0,1,1,1,1
9835,157,-1,1,0,-1,-1,0,0,1,-1,1,0,0,1,-1,0,0
9836,124,33,1,0,-1,-1,1,0,1,4,1,0,0,1,1,1,1
9837,157,-1,1,0,-1,-1,0,0,1,-1,1,0,0,1,-1,0,0
9838,157,-1,1,0,-1,-1,0,0,1,-1,1,0,0,1,-1,-1,-1
9839,124,-1,1,0,-1,-1,1,1,1,4,1,0,0,1,1,1,1
9840,52,95,1,0,-1,-1,3,1,2,-1,1,0,0,1,1,1,-1
9841,124,-1,1,0,-1,-1,1,1,1,4,1,0,0,1,1,1,1
9842,175,-1,1,0,-1,-1,0,0,3,-1,1,0,0,1,-1,1,-1
9843,195,-1,0,0,-1,-1,1,1,3,-1,1,0,0,1,-1,-1,-1
9844,71,50,1,0,-1,-1,1,0,3,4,1,0,0,1,-1,1,1
9845,124,120,1,0,4,13,0,0,2,4,1,0,0,1,-1,-1,-1
9846,180,120,1,0,13,14,3,0,2,4,1,0,0,1,-1,1,-1
9847,77,172,1,0,14,-1,0,0,2,4,1,0,0,1,1,1,-1
9848,57,-1,0,0,14,-1,0,1,3,4,1,0,0,1,-1,-1,-1
9849,107,-1,0,0,2,10,0,1,1,4,1,0,0,1,-1,-1,-1
9850,164,19,1,0,5,-1,3,1,3,4,1,1,0,1,-1,-1,-1
9851,40,120,1,0,14,-1,3,1,2,4,1,0,0,1,1,1,-1
9852,18,-1,0,0,-1,-1,0,1,2,-1,1,0,0,1,-1,-1,-1
9853,124,-1,1,0,-1,-1,3,1,2,-1,1,0,0,0,-1,1,0
9854,107,-1,0,0,2,-1,0,1,1,4,1,0,0,1,-1,-1,0
9855,77,-1,0,0,3,-1,0,0,2,-1,1,1,0,1,0,0,1
9856,97,106,1,0,1,3,1,1,2,4,1,0,0,1,1,1,-1
9857,183,-1,1,0,-1,-1,3,1,3,-1,0,0,1,0,-1,-1,-1
9858,110,-1,0,0,-1,-1,0,0,2,-1,1,0,0,1,-1,1,-1
9859,105,109,1,0,-1,-1,3,1,1,-1,1,0,0,1,-1,-1,-1
9860,57,-1,0,0,-1,-1,0,1,3,-1,1,0,0,1,-1,-1,-1
9861,105,-1,0,0,-1,-1,0,1,1,-1,1,0,0,1,-1,-1,-1
9862,73,-1,0,0,-1,-1,0,0,2,-1,1,0,0,1,-1,-1,-1
9863,124,-1,0,0,-1,-1,3,1,2,-1,1,0,0,1,-1,-1,-1
9864,157,-1,1,0,-1,-1,0,1,1,-1,1,0,0,1,-1,-1,-1
9865,124,-1,0,0,-1,-1,0,0,2,-1,1,0,0,1,-1,-1,-1
9866,138,-1,0,0,-1,-1,0,1,1,-1,1,0,0,1,-1,-1,-1
9867,57,120,1,0,-1,-1,0,1,3,-1,1,0,0,1,-1,-1,-1
9868,57,120,1,0,-1,-1,0,1,3,-1,1,0,0,1,-1,-1,-1
9869,164,15,1,0,-1,-1,0,1,2,-1,1,0,0,1,-1,-1,-1
9870,195,-1,1,0,-1,-1,1,1,3,-1,1,0,0,1,-1,-1,-1
9871,18,-1,1,0,-1,-1,0,1,2,-1,1,0,0,1,-1,-1,-1
9872,18,-1,1,0,-1,-1,0,1,3,-1,1,0,0,1,1,1,-1
9873,14,-1,1,0,-1,-1,1,1,2,-1,1,0,0,1,-1,-1,0
9874,129,-1,1,0,13,-1,2,0,3,3,1,1,0,1,-1,1,1
9875,157,-1,1,0,2,13,1,0,2,3,1,0,0,1,1,1,-1
9876,178,-1,1,0,1,-1,1,0,3,4,1,1,0,1,1,1,-1
9877,129,-1,1,0,13,-1,2,1,3,4,1,1,0,1,-1,1,1
9878,178,-1,1,0,1,-1,1,1,2,4,1,1,0,1,1,1,-1
9879,180,-1,1,0,-1,-1,3,1,2,-1,1,1,0,1,-1,-1,-1
9880,180,-1,1,0,-1,-1,3,0,2,-1,1,0,0,1,-1,-1,-1
9881,71,50,1,0,-1,-1,0,0,3,-1,1,1,0,1,-1,1,-1
9882,10,-1,0,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,-1
9883,97,-1,0,0,2,4,0,1,1,3,1,0,0,1,1,1,-1
9884,124,169,1,0,2,12,3,0,2,4,1,1,0,1,1,1,-1
9885,160,-1,0,0,-1,-1,2,1,3,4,1,0,0,1,-1,-1,-1
9886,124,169,1,0,13,0,3,0,2,4,1,1,0,1,1,1,-1
9887,215,-1,0,0,-1,-1,2,1,3,4,1,0,0,1,-1,-1,-1
9888,202,-1,0,0,12,-1,3,0,2,4,1,0,0,1,1,1,-1
9889,32,-1,0,0,12,-1,3,0,2,4,1,0,0,1,1,1,-1
9890,157,36,1,0,-1,-1,3,1,2,-1,0,0,0,1,1,1,-1
9891,157,36,1,0,-1,-1,3,0,2,-1,0,0,0,1,1,1,1
9892,175,-1,1,0,-1,-1,3,1,3,3,1,1,0,1,-1,1,1
9893,102,158,1,0,-1,-1,0,1,2,-1,1,0,0,1,-1,-1,-1
9894,124,-1,1,0,-1,-1,0,1,1,-1,1,0,0,1,1,1,1
9895,57,144,1,0,-1,-1,0,1,3,-1,1,1,0,1,1,1,-1
9896,71,-1,1,0,-1,-1,1,0,2,-1,1,0,0,1,1,1,1
9897,124,-1,1,0,-1,-1,1,0,2,-1,1,0,0,1,1,1,1
9898,124,-1,1,0,-1,-1,1,1,2,-1,1,0,0,1,1,1,1
9899,124,-1,1,0,-1,-1,1,0,2,-1,1,0,0,1,1,1,1
9900,124,-1,1,0,-1,-1,1,0,2,-1,1,0,0,1,1,1,1
9901,97,106,1,0,2,5,1,1,2,4,1,0,0,1,1,1,-1
9902,97,56,1,0,-1,-1,3,0,2,2,1,1,0,1,-1,1,1
9903,204,135,1,0,6,-1,0,1,2,4,1,1,0,1,1,1,-1
9904,10,-1,1,0,4,-1,3,0,2,4,1,1,0,1,1,1,-1
9905,10,-1,1,0,10,14,3,0,2,4,1,1,0,1,1,1,-1
9906,10,172,1,0,3,13,3,0,2,4,1,1,0,1,1,1,-1
9907,71,19,1,0,4,14,1,0,3,3,1,0,0,1,1,1,1
9908,71,19,1,0,2,14,1,0,3,3,1,0,0,1,1,1,1
9909,71,19,1,0,2,14,1,1,3,3,1,0,0,1,1,1,1
9910,97,106,1,0,5,14,1,0,2,4,1,1,0,1,1,1,1
9911,57,-1,1,0,2,3,1,1,3,4,1,0,0,1,1,1,1
9912,57,-1,1,0,12,-1,1,0,3,4,1,0,0,1,1,1,1
9913,57,-1,1,0,4,14,1,0,3,4,1,0,0,1,1,1,1
9914,57,-1,1,0,3,-1,1,0,3,4,1,0,0,1,1,1,1
9915,132,36,1,0,2,-1,1,0,1,4,1,0,0,1,1,1,1
9916,132,36,1,0,2,-1,1,1,1,4,1,0,0,1,1,1,1
9917,161,112,1,0,13,-1,3,1,3,0,1,0,0,1,1,1,1
9918,111,-1,1,0,-1,-1,0,0,2,4,1,0,0,1,1,1,-1
9919,40,106,1,0,2,13,1,1,1,4,1,0,0,1,1,1,1
9920,14,106,1,0,14,-1,1,1,2,3,1,0,0,1,1,1,1
9921,165,-1,1,0,-1,-1,3,1,3,-1,1,0,0,1,-1,1,-1
9922,97,46,1,0,2,14,1,1,1,4,1,0,0,1,1,1,1
9923,97,36,1,0,14,-1,3,0,2,4,1,0,0,1,1,1,-1
9924,71,-1,1,0,-1,-1,3,1,3,-1,1,0,0,1,-1,1,-1
9925,161,-1,1,0,-1,-1,3,1,3,-1,1,0,0,1,-1,1,-1
9926,57,-1,1,0,-1,-1,3,0,3,-1,1,0,0,1,-1,1,-1
9927,57,-1,1,0,-1,-1,3,1,3,-1,1,0,0,1,-1,1,-1
9928,57,-1,1,0,-1,-1,1,0,3,-1,1,0,0,1,-1,1,-1
9929,102,106,1,0,2,-1,1,0,1,3,1,0,0,1,1,1,1
9930,124,95,1,0,13,-1,1,1,2,3,1,0,0,1,1,1,-1
9931,124,95,1,0,-1,-1,1,1,2,3,1,0,0,1,1,1,-1
9932,124,95,1,0,14,-1,1,1,2,3,1,0,0,1,1,1,-1
9933,124,95,1,0,14,-1,1,1,2,3,1,0,0,1,1,1,-1
9934,124,95,1,0,14,-1,1,1,2,3,1,0,0,1,1,1,-1
9935,110,106,1,0,14,-1,1,1,2,3,1,0,0,1,1,1,-1
9936,110,106,1,0,10,-1,1,1,2,3,1,0,0,1,1,1,-1
9937,176,139,1,0,2,-1,3,0,3,5,1,0,0,1,1,1,-1
9938,160,-1,1,0,10,-1,0,1,3,2,1,0,0,1,1,1,0
9939,18,-1,1,0,4,14,2,0,2,4,1,0,0,1,1,1,1
9940,124,-1,1,0,-1,-1,0,0,1,-1,1,1,0,1,1,1,1
9941,82,-1,0,0,-1,-1,2,0,2,-1,1,1,0,1,1,1,-1
9942,12,-1,1,0,-1,-1,0,0,2,-1,1,0,0,1,1,1,-1
9943,40,-1,0,0,-1,-1,0,1,1,-1,1,1,0,1,1,1,-1
9944,105,-1,0,0,13,-1,3,1,0,2,1,1,0,1,1,1,1
9945,124,-1,1,0,0,5,1,1,2,4,1,1,0,1,1,1,1
9946,124,-1,1,0,0,5,1,0,1,4,1,1,0,1,1,1,-1
9947,105,12,1,0,12,-1,3,1,0,2,1,0,0,1,1,1,-1
9948,38,106,1,0,2,13,1,0,2,4,1,0,0,1,1,1,1
9949,180,95,1,0,2,4,0,0,2,3,1,0,0,1,-1,1,-1
9950,138,-1,0,0,-1,-1,0,0,2,-1,1,0,0,0,1,1,1
9951,27,83,1,0,2,-1,1,1,1,3,1,0,0,1,1,1,1
9952,157,-1,0,0,-1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1
9953,27,-1,1,0,2,-1,1,0,2,4,1,0,0,1,1,1,1
9954,124,120,1,0,2,13,0,0,2,4,1,0,0,1,-1,-1,0
9955,124,61,1,0,2,13,1,1,1,4,1,0,0,1,1,1,1
9956,215,139,1,0,13,13,0,0,3,-1,1,1,0,1,-1,1,-1
9957,124,61,1,0,2,13,1,0,1,4,1,0,0,1,1,1,1
