,age,sex,size,fixed,house_trained,special_needs,shots_current,env_children,env_dogs,env_cats
14187,0,1,2,1,1,0,1,1,1,1
14190,3,1,2,1,1,0,1,1,1,1
14197,0,1,1,1,1,0,1,1,1,0
14198,0,0,2,1,0,0,0,1,1,1
14201,0,1,1,1,1,0,1,0,0,0
14210,3,1,2,1,1,0,1,1,1,1
14215,0,0,1,1,0,0,1,0,0,0
14216,3,1,2,1,1,0,1,1,1,1
14219,0,1,3,1,0,0,1,0,1,1
14227,0,1,1,1,0,0,0,1,1,1
14228,3,0,2,1,0,0,1,0,0,0
14233,0,1,2,1,0,0,0,0,0,0
14235,2,1,3,1,0,0,1,0,1,1
14239,0,0,2,1,1,0,1,1,1,0
14241,2,0,3,0,0,0,0,0,1,0
14242,0,0,2,1,1,0,1,1,0,0
14243,0,1,0,1,0,0,1,1,0,0
14252,0,1,3,1,0,0,1,0,0,0
14253,0,0,1,1,1,0,1,0,0,0
14256,2,1,3,0,1,0,0,1,1,1
14257,0,1,2,1,0,0,0,1,1,1
14258,0,0,2,1,1,0,1,1,1,0
14260,0,1,2,1,0,0,0,1,1,1
14261,0,0,2,1,0,0,0,1,1,1
14269,0,0,3,1,1,0,1,0,1,1
14272,0,0,1,1,1,0,1,0,0,0
14285,0,0,1,1,0,0,0,1,1,1
14286,0,0,1,0,0,0,1,0,0,0
14292,0,1,1,1,1,0,0,1,0,0
14294,0,1,1,1,0,0,1,1,1,0
14297,3,0,2,1,0,0,0,1,1,1
14299,0,0,2,1,0,1,1,1,1,1
14301,3,0,2,1,1,0,1,0,0,0
14302,2,1,3,1,1,0,1,0,1,0
14305,0,1,2,1,0,0,1,0,0,0
14310,1,0,2,1,0,0,1,1,1,1
14314,3,0,2,1,0,0,1,0,1,1
14317,2,0,3,1,1,0,1,1,1,1
14322,0,1,1,1,0,0,0,1,1,1
14324,3,1,2,1,1,0,1,0,0,0
14329,3,1,2,1,1,0,1,1,1,1
14332,1,1,1,1,1,1,1,0,1,0
14333,3,0,1,1,1,0,1,1,1,0
14339,0,0,2,1,1,0,1,1,1,0
14340,1,0,2,1,0,0,1,1,1,1
14346,0,0,1,1,1,1,1,0,0,0
14350,3,1,2,1,1,0,1,0,0,0
14351,0,1,1,1,0,0,0,1,1,1
14353,2,0,2,1,0,0,0,1,1,1
14354,3,0,1,1,0,0,0,1,1,1
14360,0,0,1,1,0,0,1,1,1,1
14361,0,1,2,1,1,0,1,1,1,1
14364,3,0,2,0,0,0,0,0,1,0
14365,3,1,1,1,0,0,0,0,0,0
14366,2,1,1,1,0,0,0,1,1,1
14367,0,1,2,1,0,0,0,1,1,1
14368,0,1,2,1,0,0,0,1,1,1
14369,2,0,2,1,0,0,0,1,1,1
14370,2,1,2,1,0,0,0,1,1,1
14371,0,1,2,1,0,0,0,1,1,1
14372,0,1,1,1,0,0,0,1,1,1
14373,0,1,2,1,0,0,0,1,1,1
14374,0,1,1,1,0,0,0,1,1,1
14375,0,0,2,1,0,0,0,1,1,1
14376,0,0,2,1,0,0,0,1,1,1
14377,0,1,2,1,0,0,0,1,1,1
14378,2,1,1,1,0,0,0,1,1,1
14379,0,1,2,1,0,0,0,1,1,1
14380,0,0,2,1,0,0,0,1,1,1
14381,0,1,2,1,0,0,0,1,1,1
14383,0,0,2,0,0,0,1,1,1,1
14386,3,0,2,1,1,0,1,1,0,0
14387,1,0,2,1,0,0,1,1,1,1
14393,0,1,2,1,0,0,1,0,0,0
14398,0,0,2,1,1,0,1,0,1,0
14401,0,0,2,1,1,0,1,1,1,1
14411,0,0,2,1,1,0,1,1,0,0
14417,0,0,2,1,1,0,1,0,0,0
14420,0,1,2,1,0,0,1,1,0,0
14423,0,1,2,1,1,0,1,1,1,1
14429,0,1,1,1,1,0,1,1,1,0
14449,1,1,2,1,1,0,1,1,1,1
14450,1,1,2,1,1,0,1,1,1,1
14453,2,1,3,1,1,1,1,1,1,1
14454,0,1,3,1,0,0,1,1,1,1
14456,1,1,2,1,1,0,1,1,1,1
14461,0,0,2,1,1,0,1,1,1,0
14477,3,1,3,1,1,0,1,1,1,1
14478,0,0,1,0,1,0,0,1,1,0
14481,0,1,3,1,1,0,1,1,1,1
14483,1,0,2,1,0,0,1,1,1,1
14484,2,0,2,1,0,0,1,1,1,0
14487,2,0,3,1,0,0,1,1,1,1
14489,3,1,2,1,1,0,1,1,1,0
14490,0,1,1,1,0,0,1,1,1,0
14498,0,0,1,1,1,0,1,1,1,1
14501,2,1,1,1,0,0,1,1,1,0
14502,3,0,2,1,1,0,1,1,1,1
14503,3,1,2,1,1,0,1,1,1,0
14504,0,1,2,1,1,0,1,0,1,0
14514,0,1,1,1,1,0,1,0,0,0
14516,0,1,1,1,1,0,0,0,1,0
14519,0,0,2,1,1,1,1,1,1,1
14524,2,0,1,1,0,0,1,1,0,1
14527,0,1,3,1,1,0,1,1,1,1
14529,0,1,3,1,0,0,1,0,0,0
14534,3,0,2,1,1,0,1,1,0,0
14535,0,1,2,1,0,0,1,1,1,1
14536,0,0,1,1,0,0,1,1,1,1
14539,0,0,2,1,1,1,1,1,0,0
14541,2,0,3,1,0,0,1,1,1,1
14543,3,0,2,1,1,0,1,1,1,0
14545,3,1,2,1,0,0,0,1,1,1
14546,0,0,2,1,0,0,1,1,1,0
14553,0,0,2,0,1,1,1,1,1,0
14555,3,1,1,1,0,0,1,1,1,1
14556,0,0,1,1,1,0,1,0,0,0
14557,0,0,2,1,1,0,1,0,0,0
14560,0,1,2,1,0,0,1,1,1,1
14565,3,1,1,1,1,0,0,1,0,0
14567,0,1,1,1,1,0,1,1,1,0
14568,0,0,1,1,1,0,1,1,1,0
14569,0,1,2,1,1,0,1,1,0,0
14570,0,0,1,1,1,0,1,1,0,0
14571,0,1,2,1,1,0,1,0,1,0
14572,0,0,0,1,1,0,1,1,0,1
14576,0,1,1,1,1,0,1,1,1,0
14579,3,0,3,0,0,0,0,1,1,1
14587,0,1,2,1,1,0,1,0,1,0
14590,2,1,1,1,1,0,1,1,1,0
14594,0,1,2,1,1,0,1,0,1,0
14598,2,0,2,1,1,0,1,0,1,0
14599,3,1,0,1,0,0,1,0,0,0
14600,3,0,0,1,0,0,1,0,0,0
14604,0,0,2,1,0,0,1,1,1,1
14606,2,0,2,1,1,0,1,1,0,0
14607,2,0,1,1,0,0,1,0,0,0
14608,1,0,2,1,0,0,1,0,0,0
14609,2,0,2,1,1,0,1,1,0,0
14613,1,1,2,1,0,0,1,0,0,0
14614,0,0,2,1,0,0,1,0,1,0
14615,3,0,2,1,0,0,1,0,0,0
14617,3,0,2,1,0,0,0,0,0,0
14620,0,1,2,1,1,0,0,1,1,0
14628,0,1,2,1,0,0,1,0,0,0
14630,0,0,2,1,0,0,1,1,0,0
14643,3,1,3,1,0,1,1,0,0,0
14649,3,0,0,1,1,0,1,1,1,1
14650,1,0,3,1,0,0,1,1,1,1
14653,0,1,2,1,1,0,1,0,1,0
14655,0,1,2,1,1,0,1,1,1,0
14661,3,1,1,1,1,0,1,1,0,0
14668,0,0,2,1,0,0,0,0,0,0
14669,3,1,1,1,1,0,1,1,1,0
14675,0,0,2,0,1,0,1,1,1,0
14681,0,0,1,1,0,0,1,0,0,0
14684,2,1,3,0,0,0,0,0,1,0
14694,0,0,1,0,0,1,1,1,1,0
14706,1,0,2,1,1,0,1,1,1,1
14714,3,1,0,1,0,0,1,0,0,0
14719,0,1,1,1,1,0,1,1,1,0
14720,0,1,2,1,1,0,1,1,0,1
14721,2,0,3,1,1,1,1,1,1,1
14722,0,1,1,1,0,0,1,0,0,0
14725,0,0,1,1,1,0,1,1,1,0
14726,0,0,1,1,0,0,1,1,1,0
14728,0,1,3,1,1,0,1,0,0,0
14736,0,1,1,0,1,0,0,1,0,0
14737,0,1,2,1,0,0,1,1,1,1
14740,0,1,2,1,0,0,1,0,0,0
14741,0,0,2,1,1,0,0,1,0,0
14744,0,1,2,0,1,0,1,1,1,1
14749,0,1,3,1,1,0,1,0,0,0
14752,0,0,2,1,0,1,1,1,1,1
14755,0,1,2,0,0,0,1,1,0,1
14756,0,0,2,1,1,0,0,1,0,0
14760,0,1,3,1,0,1,1,1,1,1
14762,3,1,1,1,1,0,1,0,1,1
14764,0,1,0,1,0,1,1,0,0,0
14765,0,0,2,1,1,0,1,0,0,0
14766,3,1,2,1,0,0,1,0,1,0
14777,3,1,1,1,1,0,1,1,1,0
14778,3,1,2,1,1,0,0,0,0,0
14782,0,0,1,1,1,0,1,0,0,0
14783,3,0,2,1,1,0,1,0,1,0
14785,3,1,1,0,0,0,0,1,1,1
14787,0,1,1,1,1,0,1,0,0,1
14788,0,1,2,1,0,0,1,1,1,0
14796,0,1,3,1,0,0,1,0,0,0
14798,3,0,2,1,1,0,1,1,0,0
14801,2,0,1,1,0,0,1,1,0,0
14803,3,1,2,1,0,0,1,0,0,0
14804,0,0,1,1,1,0,1,0,0,0
14805,3,0,2,1,1,0,1,0,0,0
14807,3,1,1,1,0,0,1,0,0,0
14808,3,1,2,0,0,0,1,0,0,0
14809,0,0,1,1,1,0,1,1,1,1
14812,2,1,1,1,1,0,1,0,0,0
14813,3,1,2,1,1,0,1,1,1,0
14814,0,0,2,1,1,0,1,1,0,0
14818,0,0,2,1,1,0,1,0,0,0
14819,3,1,2,1,0,0,1,1,1,1
14821,3,0,2,1,1,0,1,1,1,1
14822,0,1,3,1,1,0,1,1,1,1
14827,2,1,1,1,1,0,1,1,1,0
14830,2,1,2,1,0,0,1,0,1,0
14831,2,1,2,1,0,0,1,0,0,0
14833,1,0,2,1,0,0,1,0,0,0
14834,0,0,2,1,0,0,1,0,0,0
14837,0,0,2,1,0,0,1,0,0,0
14839,2,0,2,1,0,0,1,0,0,0
14841,0,1,2,1,0,0,1,0,1,0
14848,0,0,2,1,1,0,1,1,0,0
14849,0,1,2,1,1,0,1,1,1,0
14854,3,1,1,1,0,0,1,0,1,0
14856,0,0,2,1,1,0,1,1,1,0
14863,0,1,2,1,0,0,1,0,0,0
14866,1,1,3,1,0,0,1,1,1,1
14867,3,0,2,1,1,0,1,1,1,0
14868,0,0,2,1,1,0,1,0,0,0
14872,0,1,2,1,1,0,1,1,1,1
14877,3,0,2,1,1,0,1,1,1,1
14882,0,1,0,1,0,0,1,0,1,0
14889,0,1,2,1,0,1,1,0,0,0
14892,0,0,2,1,1,0,1,0,1,1
14893,0,1,3,1,0,0,1,0,1,0
14894,0,0,3,1,1,1,1,0,1,0
14895,0,1,3,1,0,1,1,0,1,0
14897,3,1,2,1,1,0,1,0,0,0
14898,0,1,1,1,1,0,1,0,0,0
14901,0,1,2,1,1,0,1,0,1,0
14902,0,1,2,1,1,0,1,1,1,1
14903,2,0,1,1,1,0,1,1,0,1
14907,2,1,1,1,0,0,0,0,0,0
14912,3,0,3,1,1,0,1,1,1,1
14925,0,1,1,0,1,0,1,1,0,0
14927,0,0,2,0,1,0,1,1,0,0
14929,3,0,2,0,0,0,1,1,1,1
14930,0,0,1,1,1,0,1,1,1,1
14936,0,0,1,0,1,0,0,1,0,0
14937,0,0,2,0,1,0,1,1,1,1
14939,3,1,1,1,0,0,1,0,0,0
14942,0,0,1,1,1,0,1,1,1,1
14946,0,1,1,1,0,0,0,0,0,0
14952,3,0,2,1,1,0,1,1,0,0
14965,0,1,1,1,1,0,1,0,1,0
14967,0,1,2,1,1,1,1,0,0,0
14972,0,0,2,1,1,0,1,1,0,0
14973,0,1,2,1,1,0,1,0,0,0
14975,0,0,1,1,0,0,1,0,0,0
14984,0,1,1,1,0,0,1,0,1,0
14989,3,0,1,1,1,0,1,0,0,0
15000,3,1,2,1,1,0,1,0,0,0
15007,0,0,1,1,1,0,1,0,1,1
15008,2,0,1,1,1,0,1,1,1,1
15011,0,0,1,1,1,0,1,1,0,0
15015,3,1,2,1,1,0,1,0,0,0
15017,0,1,2,1,1,0,1,0,0,0
15018,0,0,2,1,0,0,1,0,0,0
15019,0,0,2,1,0,0,1,0,0,0
15026,0,1,3,1,1,0,1,0,1,1
15027,0,0,2,1,0,1,1,1,1,0
15029,2,0,3,1,1,0,1,0,0,1
15030,0,0,2,1,1,1,1,1,1,1
15031,2,0,1,1,1,0,1,0,0,0
15033,0,0,2,1,1,0,1,0,0,0
15034,0,1,1,1,1,0,1,0,0,0
15035,0,1,1,1,1,0,1,0,1,1
15049,0,0,1,1,1,0,1,1,1,1
15060,3,1,0,1,1,0,1,0,0,0
15063,0,1,2,1,1,0,1,1,1,0
15067,2,1,2,1,1,0,1,0,0,0
15070,0,0,1,1,0,0,1,0,0,0
15074,0,1,2,1,0,0,1,0,0,0
15076,3,0,1,1,1,0,1,1,1,1
15079,0,1,2,1,1,0,1,1,1,0
15080,0,1,2,1,1,0,1,0,1,0
15082,2,1,1,1,1,0,1,0,0,0
15083,2,1,2,1,1,0,1,0,0,0
15084,2,1,1,1,1,0,1,0,0,0
15085,2,1,3,1,1,0,1,0,0,0
15086,2,0,1,1,1,0,1,0,0,0
15087,2,1,2,1,1,0,1,0,0,0
15088,2,1,1,1,1,0,1,0,0,0
15089,2,1,1,1,1,0,1,0,0,0
15090,2,1,1,1,1,0,1,0,0,0
15091,2,0,1,1,1,0,1,0,0,0
15092,2,0,1,1,1,0,1,0,0,0
15093,2,0,3,1,1,0,1,0,0,0
15094,0,0,2,1,1,0,1,1,0,0
15096,0,0,1,1,1,0,1,0,1,1
15097,0,0,1,1,1,0,1,0,0,0
15099,0,1,1,1,0,0,1,0,0,0
15116,0,1,1,1,1,0,1,0,1,1
15121,2,1,2,1,1,0,1,0,0,0
15127,0,0,0,1,1,0,1,1,1,0
15128,0,1,1,1,1,0,1,1,1,0
15141,0,0,1,1,0,0,1,0,0,0
15152,0,1,1,1,1,0,1,0,0,0
15154,0,1,3,1,1,0,1,0,1,0
15155,2,0,1,1,1,0,1,0,0,0
15156,0,0,1,1,0,0,1,0,0,0
15158,0,1,1,1,0,0,1,0,0,0
15162,0,0,2,1,1,0,1,1,0,0
15169,0,0,3,1,1,0,1,1,1,1
15178,0,1,1,1,1,0,1,0,0,0
15181,0,0,1,1,1,0,1,0,0,0
15182,0,0,2,1,0,0,1,0,0,0
15186,0,1,2,1,1,0,1,0,1,0
15195,0,0,1,1,1,0,1,0,0,0
15200,0,1,2,1,1,0,1,1,1,0
15202,0,0,2,1,1,0,1,0,0,0
15209,2,1,1,1,0,0,1,0,1,0
15215,2,1,2,1,1,0,1,0,0,0
15217,0,1,1,1,1,0,1,0,0,0
15218,0,0,1,1,1,0,1,0,0,0
15232,0,1,2,1,1,0,1,0,0,0
15238,0,1,1,1,1,0,1,0,0,0
15257,0,1,0,1,1,0,1,0,0,0
15260,0,0,2,1,1,0,1,1,1,0
15261,2,1,2,1,0,0,1,0,0,0
15262,2,0,2,1,0,0,1,0,0,0
15263,0,1,1,1,0,0,1,1,1,0
15267,2,0,2,1,1,1,1,0,0,0
15270,2,0,2,1,1,0,1,1,1,0
15272,3,1,2,1,1,0,1,0,0,0
15279,0,0,2,1,0,0,1,0,0,0
15280,3,1,2,1,0,0,1,0,0,0
15283,2,0,2,1,1,0,1,0,0,0
15286,2,0,2,1,1,0,1,0,0,0
15289,2,0,2,1,0,0,1,1,0,0
15291,2,0,2,1,1,0,1,0,0,0
15292,2,1,1,1,1,0,1,0,0,0
15299,0,1,1,1,1,0,1,0,0,0
15301,2,1,1,1,0,0,1,0,0,0
15310,0,1,2,1,1,0,1,0,0,0
15322,0,1,2,1,0,0,0,1,1,1
15330,0,1,3,1,0,0,0,1,1,1
15331,0,0,2,0,0,0,0,1,1,1
15332,0,0,2,0,0,0,0,1,1,1
15333,1,0,3,0,0,0,0,1,1,1
15352,0,1,2,0,0,0,0,1,1,1
15355,0,1,2,1,0,0,1,1,1,0
15362,3,0,2,1,1,0,1,1,1,0
15363,3,0,2,1,1,0,1,1,1,0
15369,3,1,2,1,1,0,1,1,1,0
15372,1,0,2,0,0,0,0,1,1,1
15380,2,1,3,1,0,0,0,1,1,1
15381,0,0,2,1,0,0,0,1,1,1
15390,1,0,2,0,0,0,1,1,1,1
15391,3,1,3,1,1,0,1,1,1,1
15392,1,1,2,0,0,0,1,1,1,1
15393,3,0,2,1,1,0,0,1,1,1
15403,0,0,1,1,0,0,0,1,1,1
15406,0,0,2,1,0,0,0,1,1,1
15407,0,1,3,1,0,0,0,1,1,1
15408,0,1,3,1,0,0,0,1,1,1
15409,0,1,3,1,0,0,0,1,1,1
15410,0,1,3,1,0,0,0,1,1,1
15411,0,0,1,1,1,0,0,1,1,1
15412,0,0,1,1,1,0,1,1,0,0
15415,0,1,1,1,0,0,0,1,1,1
15416,3,0,2,1,0,0,0,1,1,1
15417,0,0,2,1,0,0,0,1,1,1
15418,0,1,2,1,0,0,0,1,1,1
15420,1,1,2,0,0,0,1,1,1,1
15421,1,0,2,0,0,0,1,1,1,1
15423,1,0,2,0,0,0,1,1,1,1
15429,1,1,2,0,0,0,1,1,1,1
15430,1,1,2,0,0,0,1,1,1,1
15431,0,1,3,1,0,0,0,1,1,1
15432,0,0,1,1,0,0,0,1,1,1
15433,0,1,1,1,0,0,0,1,1,1
15434,0,1,3,1,0,0,0,1,1,1
15450,3,0,2,1,1,0,1,1,1,1
15452,0,0,2,0,0,0,0,1,1,1
15465,0,0,2,1,0,0,0,1,1,1
15466,0,0,2,0,0,0,0,1,1,1
15469,2,1,2,1,0,0,0,1,1,1
15486,0,1,3,1,1,0,0,1,1,1
15498,0,0,1,1,1,0,1,0,0,0
15503,0,0,3,1,1,0,1,1,1,1
15508,0,1,2,1,0,0,0,1,1,1
15509,0,1,2,1,0,0,0,1,1,1
15513,2,1,3,1,1,0,1,1,1,1
15514,2,1,3,1,0,0,1,1,1,1
15515,3,0,2,1,0,0,0,1,1,1
15516,1,1,1,1,0,0,0,1,1,1
15517,0,1,1,1,0,0,0,1,1,1
15518,0,0,1,1,0,0,0,1,1,1
15519,1,0,1,1,0,0,0,1,1,1
15520,0,0,1,1,0,0,0,1,1,1
15521,0,0,2,1,0,0,0,1,1,1
15529,0,1,1,1,0,0,0,1,1,1
15530,0,0,1,1,0,0,0,1,1,1
15531,0,1,1,1,0,0,0,1,1,1
15532,0,1,2,1,0,0,0,1,1,1
15536,0,1,3,1,0,0,1,1,1,1
15538,3,1,3,1,0,0,1,1,1,1
15540,0,0,2,1,0,0,0,1,1,1
15545,2,0,3,0,0,1,1,1,1,1
15547,1,1,3,0,0,0,0,1,1,1
15548,0,0,2,0,0,0,0,1,1,1
15549,0,1,1,1,0,0,0,1,1,1
15550,1,1,3,0,0,0,0,1,1,1
15551,1,1,3,0,0,0,0,1,1,1
15552,1,1,3,0,0,0,0,1,1,1
15554,1,1,2,0,0,0,1,1,1,1
15558,0,0,3,1,0,0,0,1,1,1
15559,0,0,1,0,0,0,0,1,1,1
15565,0,0,2,1,0,0,0,1,1,1
15566,0,1,1,1,0,0,0,1,1,1
15567,0,1,1,1,0,0,0,1,1,1
15574,0,0,1,1,0,0,0,1,1,1
15575,3,0,2,1,0,0,0,1,1,1
15576,0,1,2,1,0,0,0,1,1,1
15577,3,1,1,1,0,0,0,1,1,1
15578,0,1,1,1,0,0,0,1,1,1
15579,0,0,2,1,0,0,0,1,1,1
15593,0,0,2,1,1,0,1,1,1,1
15607,3,0,2,1,1,0,1,1,1,1
15629,1,1,2,1,0,0,1,1,1,1
15630,0,1,2,1,1,0,1,0,0,0
15634,0,1,1,1,0,0,0,1,1,1
15635,3,1,2,0,0,0,0,1,1,1
15636,1,0,2,0,0,0,1,1,1,1
15637,1,1,1,1,0,0,1,1,1,1
15640,3,1,2,1,0,0,0,1,1,1
15641,0,0,2,1,1,0,1,1,0,0
15644,0,0,2,1,1,0,1,1,1,0
15650,3,1,3,1,1,0,1,1,1,1
15660,1,0,2,0,0,0,1,1,1,1
15677,0,1,3,1,1,0,1,1,1,1
15682,0,0,2,1,1,0,1,1,1,0
15692,2,0,2,1,0,0,0,1,1,1
15699,1,0,2,0,0,0,1,1,1,1
15700,1,0,2,0,0,0,1,1,1,1
15701,1,1,2,0,0,0,1,1,1,1
15702,0,1,1,1,0,0,1,1,1,1
15714,0,1,1,1,1,0,1,0,1,0
15724,0,1,3,1,1,0,1,1,1,1
15725,1,1,3,1,0,0,1,1,1,1
15726,2,1,3,1,1,0,1,1,1,1
15739,3,1,3,1,0,0,1,1,1,1
15744,3,1,2,1,1,0,1,1,1,1
15747,1,1,2,1,0,0,1,1,1,1
15761,1,0,3,0,0,0,1,1,1,1
15762,1,0,3,0,0,0,1,1,1,1
15763,1,0,3,0,0,0,1,1,1,1
15769,0,1,2,0,0,0,0,1,1,1
15773,3,1,3,1,0,0,1,1,1,1
15780,0,1,3,1,0,0,1,1,1,1
15781,0,0,1,1,0,0,1,1,1,1
15782,2,0,3,1,0,0,1,1,1,1
15783,3,0,2,1,0,0,1,1,1,1
15784,1,1,2,1,0,0,1,1,1,1
15785,0,0,2,1,0,0,1,1,1,1
15786,3,0,2,1,0,0,1,1,1,1
15787,0,0,3,1,0,0,1,1,1,1
15788,3,1,2,1,0,0,1,1,1,1
15800,1,0,3,0,0,0,0,1,1,1
15816,3,0,3,1,0,0,1,1,1,1
15821,3,1,2,1,0,0,1,1,1,1
15827,1,1,2,0,0,0,1,1,1,1
15828,1,1,2,0,0,0,1,1,1,1
15829,1,1,2,0,0,0,1,1,1,1
15831,1,0,2,0,0,0,1,1,1,1
15837,0,0,2,1,1,0,1,1,1,1
15850,3,1,1,1,1,0,1,1,1,1
15862,1,0,2,1,1,0,1,1,1,1
15865,1,0,2,1,1,0,1,1,1,1
15874,0,1,3,1,1,0,0,0,0,0
15877,1,1,3,0,0,0,1,1,1,1
15879,1,1,3,0,0,0,1,1,1,1
15881,3,0,3,1,0,0,1,1,1,1
15882,1,0,2,0,0,0,1,1,1,1
15884,1,1,2,1,1,0,1,1,1,1
15885,1,0,3,1,1,0,1,1,1,1
15886,1,0,2,1,1,0,1,1,1,1
15887,1,0,2,1,1,0,1,1,1,1
15888,1,0,2,1,1,0,1,1,1,1
15897,2,1,1,0,0,0,0,1,1,1
15901,0,0,2,1,0,0,0,1,1,1
15902,2,1,1,1,0,0,0,1,1,1
15903,1,1,2,1,0,0,1,1,1,1
15909,3,0,3,1,0,0,1,1,1,1
15911,0,1,2,1,0,0,0,1,1,1
15913,0,0,3,1,0,0,1,1,1,1
15914,3,0,1,1,0,0,1,1,1,1
15916,3,1,2,1,0,0,1,1,1,1
15918,3,0,2,1,1,0,0,1,1,1
15919,2,1,2,1,0,0,0,1,1,1
15923,1,0,2,1,0,0,1,1,1,1
15943,2,1,3,0,0,1,0,0,1,1
15954,1,0,3,0,0,0,1,1,1,1
15957,3,0,3,1,1,0,1,1,1,1
15958,3,1,3,1,1,0,1,1,1,1
15960,1,1,2,1,0,0,1,1,1,1
15961,1,1,1,1,0,0,1,1,1,1
15962,1,0,1,1,0,0,1,1,1,1
15965,0,1,1,1,0,0,0,1,1,1
15978,0,1,1,1,1,0,0,1,1,1
15985,0,1,2,1,1,0,1,1,1,0
15994,0,1,2,1,0,0,0,1,1,1
15995,0,0,1,1,0,0,0,1,1,1
16020,0,0,2,1,1,1,1,1,1,1
16031,0,0,2,1,0,0,0,1,1,1
16032,0,1,2,0,0,0,0,1,1,1
16046,0,1,1,1,1,0,1,1,1,0
16047,0,1,1,1,1,0,1,1,1,0
16048,0,0,2,1,0,0,0,1,1,1
16063,1,0,1,1,0,0,0,1,1,1
16064,1,0,0,1,0,0,1,1,1,1
16073,0,0,2,1,0,0,0,1,1,1
16074,0,1,1,1,0,0,0,1,1,1
16075,0,1,1,1,0,0,0,1,1,1
16076,0,0,2,1,0,0,0,1,1,1
16077,0,1,1,1,0,0,0,1,1,1
16098,3,1,1,1,1,0,1,1,1,1
16099,3,1,1,1,1,0,1,1,1,1
16101,0,0,1,1,1,0,1,1,0,0
16102,0,1,1,1,1,0,1,1,0,0
16103,3,1,2,1,1,0,1,0,1,1
16111,1,1,3,1,1,0,1,1,1,1
16129,0,0,2,1,0,0,1,1,1,1
16130,1,1,1,0,0,0,1,1,1,1
16131,1,1,1,0,0,0,1,1,1,1
16132,1,0,1,0,0,0,1,1,1,1
16133,2,0,2,1,1,0,1,1,1,1
16134,1,0,1,0,0,0,1,1,1,1
16135,1,0,1,0,0,0,1,1,1,1
16136,1,0,2,0,0,0,1,1,1,1
16138,0,0,1,1,0,0,0,1,1,1
16140,1,0,2,0,0,0,1,1,1,1
16141,1,0,2,0,0,0,1,1,1,1
16146,0,1,1,1,1,0,1,1,1,1
16150,0,1,1,1,0,0,0,1,1,1
16151,3,0,2,1,0,0,1,1,1,1
16154,0,1,2,1,0,0,1,1,1,1
16155,2,1,3,1,0,0,1,1,1,1
16156,1,1,1,1,0,0,1,1,1,1
16157,2,0,1,1,0,0,1,1,1,1
16158,3,0,1,1,0,0,1,1,1,1
16159,0,0,2,1,0,0,1,0,1,1
16160,0,1,2,1,0,0,1,1,1,1
16161,1,1,2,1,0,0,1,1,1,1
16162,3,1,3,1,0,0,1,1,1,1
16163,0,1,1,1,0,0,1,1,1,0
16164,0,0,2,1,0,0,1,1,1,1
16165,1,1,2,1,0,0,1,1,1,1
16166,0,1,3,1,0,0,1,1,1,1
16193,0,0,2,1,1,0,1,1,1,0
16197,1,1,2,0,0,0,1,1,1,1
16202,0,1,3,1,0,0,0,1,1,1
16204,0,0,1,1,0,0,0,1,1,1
16206,0,0,2,1,0,0,0,1,1,1
16207,0,0,2,1,0,0,0,1,1,1
16208,0,0,1,1,0,0,0,1,1,1
16211,0,0,2,1,0,0,0,1,1,1
16215,1,0,3,0,0,0,1,1,1,1
16216,1,1,3,0,0,0,1,1,1,1
16217,1,1,3,0,0,0,1,1,1,1
16218,1,0,3,0,0,0,1,1,1,1
16219,1,1,3,0,0,0,1,1,1,1
16222,0,0,3,1,1,0,1,1,1,1
16245,0,0,3,1,1,0,1,1,1,0
16246,2,0,1,1,0,0,0,1,1,1
16261,0,0,2,1,1,0,1,1,0,0
16289,1,1,1,0,0,0,1,1,1,1
16290,1,1,1,0,0,0,1,1,1,1
16291,1,0,1,0,0,0,1,1,1,1
16292,1,1,1,0,0,0,1,1,1,1
16293,1,1,1,0,0,0,1,1,1,1
16294,1,1,1,0,0,0,1,1,1,1
16295,1,1,1,0,0,0,1,1,1,1
16297,0,0,2,1,0,0,1,1,1,1
16298,1,0,1,0,0,0,1,1,1,1
16299,1,0,1,0,0,0,1,1,1,1
16300,1,0,1,0,0,0,1,1,1,1
16301,1,1,1,0,0,0,1,1,1,1
16302,1,1,1,0,0,0,1,1,1,1
16307,0,1,2,1,0,0,1,1,1,1
16314,0,0,3,1,0,0,1,1,1,1
16319,0,1,1,1,0,0,1,1,1,1
16320,0,1,2,1,0,0,1,1,1,1
16322,1,0,1,0,0,0,1,1,1,1
16323,1,1,1,0,0,0,1,1,1,1
16324,1,0,1,0,0,0,1,1,1,1
16325,1,1,1,0,0,0,1,1,1,1
16326,0,1,2,1,0,0,1,1,1,1
16328,1,0,2,0,0,0,1,1,1,1
16330,1,0,2,0,0,0,1,1,1,1
16332,1,0,2,0,0,0,1,1,1,1
16336,1,1,2,0,0,0,1,1,1,1
16337,1,1,2,0,0,0,1,1,1,1
16338,1,1,2,0,0,0,1,1,1,1
16341,0,0,2,1,1,0,1,1,0,0
16349,1,1,2,1,1,0,1,1,1,1
16356,1,1,2,0,0,0,1,1,1,1
16367,3,1,1,1,1,0,1,1,1,1
16370,3,1,2,1,0,0,1,1,1,1
16371,3,1,2,1,1,0,1,1,1,0
16375,0,1,2,1,0,0,0,1,1,1
16380,2,0,1,1,1,0,1,1,1,1
16382,2,1,3,1,1,0,1,1,1,1
16387,0,1,2,1,1,0,1,0,1,0
