,breed_primary,breed_secondary,breed_mixed,breed_unknown,color_primary,color_secondary,age,sex,size,coat,fixed,house_trained,special_needs,shots_current,env_children,env_dogs,env_cats
241,Australian Cattle Dog / Blue Heeler,Pit Bull Terrier,True,False,Black,White / Cream,Adult,Female,Large,Short,True,False,False,True,False,True,False
246,Shih Tzu,Pug,True,False,Black,Gray / Blue / Silver,Senior,Female,Small,Wire,True,True,False,True,True,True,True
357,Pit Bull Terrier,American Bulldog,True,False,Brown / Chocolate,White / Cream,Adult,Male,Large,Short,True,True,False,True,True,False,True
374,Cairn Terrier,Shih Tzu,True,False,Merle (Red),Yellow / Tan / Blond / Fawn,Young,Male,Small,Medium,False,True,False,False,True,True,True
378,Chihuahua,Terrier,True,False,Brown / Chocolate,White / Cream,Adult,Male,Small,Short,True,True,False,True,True,True,True
379,Terrier,Chihuahua,True,False,Brown / Chocolate,White / Cream,Adult,Male,Small,Short,True,True,False,True,True,True,True
457,Border Collie,Beagle,True,False,Black,White / Cream,Senior,Male,Medium,Short,True,True,False,True,False,True,False
458,Rottweiler,Shepherd,True,False,Black,Yellow / Tan / Blond / Fawn,Adult,Male,Medium,Medium,True,True,False,True,False,True,False
460,Chihuahua,Mixed Breed,True,False,Black,White / Cream,Adult,Female,Small,Short,True,True,False,True,True,True,False
586,American Bulldog,Pit Bull Terrier,True,False,Bicolor,Gray / Blue / Silver,Senior,Male,Large,Short,False,True,False,True,False,True,False
587,American Bulldog,Pit Bull Terrier,True,False,Bicolor,Brown / Chocolate,Senior,Male,Large,Short,True,True,False,True,False,False,False
590,Pointer,Pit Bull Terrier,True,False,Brindle,Brown / Chocolate,Adult,Female,Medium,Short,True,True,False,True,False,True,False
1073,Border Collie,Dalmatian,True,False,Black,White / Cream,Baby,Male,Medium,Short,False,True,False,True,True,True,True
1225,Catahoula Leopard Dog,Labrador Retriever,True,False,Apricot / Beige,White / Cream,Adult,Male,Medium,Short,True,True,True,True,True,True,True
1242,Dachshund,Terrier,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Young,Female,Small,Short,True,True,False,True,True,True,True
1254,Terrier,Shih Tzu,True,False,Black,Gray / Blue / Silver,Adult,Male,Small,Long,True,False,False,True,False,True,True
1354,Hound,Doberman Pinscher,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Baby,Male,Medium,Short,False,False,False,True,True,True,True
1357,Hound,Doberman Pinscher,True,False,Black,Brown / Chocolate,Baby,Male,Medium,Short,False,False,False,True,True,True,True
1431,Terrier,Pug,True,False,Gray / Blue / Silver,White / Cream,Young,Male,Small,Short,True,True,False,True,True,True,True
1432,Terrier,Pug,True,False,Gray / Blue / Silver,White / Cream,Young,Male,Small,Short,True,True,False,True,True,True,True
1526,Pointer,German Shorthaired Pointer,True,False,Brown / Chocolate,White / Cream,Young,Male,Medium,Short,True,True,True,True,True,True,True
1550,Pit Bull Terrier,Labrador Retriever,True,False,Golden,White / Cream,Senior,Female,Large,Short,True,True,False,True,True,True,True
1554,English Bulldog,American Bulldog,True,False,Black,White / Cream,Adult,Male,Medium,Short,True,True,False,True,True,False,False
1671,Staffordshire Bull Terrier,Mixed Breed,True,False,Gray / Blue / Silver,White / Cream,Young,Male,Medium,Short,True,True,False,True,True,True,False
1769,Pomeranian,Terrier,True,False,Apricot / Beige,White / Cream,Adult,Male,Small,Long,True,False,False,True,True,True,False
1831,American Staffordshire Terrier,Labrador Retriever,True,False,Brown / Chocolate,White / Cream,Senior,Male,Large,Short,True,True,False,True,True,True,False
1895,Labrador Retriever,Husky,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Baby,Female,Medium,Short,True,True,False,True,True,True,True
1966,Hound,Pit Bull Terrier,True,False,Black,White / Cream,Young,Female,Medium,Short,False,False,False,True,True,True,True
2187,Labrador Retriever,Mixed Breed,True,False,Black,White / Cream,Baby,Female,Medium,Short,True,False,False,True,True,True,True
2188,Labrador Retriever,Mixed Breed,True,False,Black,White / Cream,Baby,Female,Medium,Short,True,False,False,True,True,True,True
2190,Labrador Retriever,Mixed Breed,True,False,Black,White / Cream,Baby,Male,Medium,Short,True,False,False,True,True,True,True
2225,Dachshund,Miniature Pinscher,True,False,Red / Chestnut / Orange,White / Cream,Adult,Male,Small,Short,True,False,False,True,True,True,True
2258,Labrador Retriever,Boxer,True,False,Black,White / Cream,Baby,Female,Medium,Short,False,False,False,True,True,True,True
2279,Pit Bull Terrier,Hound,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Baby,Female,Medium,Short,False,False,False,True,True,True,False
2337,Rat Terrier,Chihuahua,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Baby,Female,Small,Short,True,False,False,True,True,True,True
2338,Rat Terrier,Chihuahua,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Baby,Male,Small,Short,True,False,False,True,True,True,True
2339,Rat Terrier,Chihuahua,True,False,Red / Chestnut / Orange,White / Cream,Baby,Male,Small,Short,True,False,False,True,True,True,True
2340,Rat Terrier,Chihuahua,True,False,Brown / Chocolate,Red / Chestnut / Orange,Baby,Male,Small,Short,True,False,False,True,True,True,True
2512,Weimaraner,Pit Bull Terrier,True,False,Gray / Blue / Silver,White / Cream,Senior,Female,Medium,Short,True,True,False,True,True,False,False
2580,German Shepherd Dog,Shepherd,True,False,Black,White / Cream,Senior,Female,Medium,Short,True,True,False,True,True,True,True
2609,Staffordshire Bull Terrier,Labrador Retriever,True,False,Bicolor,Black,Baby,Male,Medium,Short,True,True,False,True,True,True,True
2617,Pit Bull Terrier,Mixed Breed,True,False,Brown / Chocolate,White / Cream,Adult,Male,Medium,Short,True,True,False,True,True,True,False
2647,Labrador Retriever,Mixed Breed,True,False,Black,White / Cream,Young,Male,Medium,Short,True,True,False,False,True,True,True
2658,Terrier,Labrador Retriever,True,False,Gray / Blue / Silver,"Tricolor (Brown, Black, & White)",Adult,Female,Small,Short,True,True,False,True,False,False,False
2764,Hound,Shepherd,True,False,Bicolor,Brown / Chocolate,Young,Male,Medium,Short,True,False,False,True,True,True,True
2809,Mixed Breed,Terrier,True,False,Gray / Blue / Silver,White / Cream,Baby,Male,Medium,Short,True,True,False,True,True,True,True
2810,Pit Bull Terrier,Labrador Retriever,True,False,Black,White / Cream,Baby,Female,Medium,Short,True,False,False,False,True,True,True
3030,Chihuahua,Dachshund,True,False,Black,Yellow / Tan / Blond / Fawn,Baby,Female,Small,Short,True,True,False,True,True,True,True
3031,Chihuahua,Dachshund,True,False,Black,White / Cream,Baby,Female,Small,Short,True,True,False,True,True,True,True
3476,Australian Shepherd,Great Pyrenees,True,False,Apricot / Beige,Red / Chestnut / Orange,Young,Female,Large,Medium,True,False,False,False,True,True,True
3490,Labrador Retriever,Hound,True,False,Brown / Chocolate,White / Cream,Senior,Female,Medium,Short,True,True,False,True,True,True,True
3676,Chihuahua,Dachshund,True,False,Bicolor,Brown / Chocolate,Baby,Male,Small,Short,True,False,False,True,True,True,True
3694,Chihuahua,Dachshund,True,False,Red / Chestnut / Orange,White / Cream,Young,Female,Small,Short,True,True,False,True,True,True,True
3835,Border Collie,Australian Shepherd,True,False,Black,White / Cream,Senior,Female,Large,Medium,True,True,False,True,True,True,False
3837,Shar-Pei,American Staffordshire Terrier,True,False,Black,White / Cream,Adult,Male,Large,Short,True,True,False,True,False,True,False
4050,Cattle Dog,Australian Shepherd,True,False,"Tricolor (Brown, Black, & White)",White / Cream,Baby,Male,Medium,Short,True,True,False,True,True,True,True
4149,Cattle Dog,Shepherd,True,False,Brindle,Brown / Chocolate,Adult,Female,Medium,Medium,True,True,False,True,True,True,True
4437,Chihuahua,Italian Greyhound,True,False,Black,Gray / Blue / Silver,Senior,Female,Small,Short,True,True,False,True,True,True,True
4468,Beagle,Fox Terrier,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Young,Female,Small,Short,True,True,False,True,True,True,True
4493,Australian Shepherd,Cattle Dog,True,False,Red / Chestnut / Orange,White / Cream,Young,Male,Small,Short,True,True,False,True,True,True,True
4532,Shepherd,Mixed Breed,True,False,Black,Yellow / Tan / Blond / Fawn,Young,Male,Medium,Short,True,True,False,True,True,True,True
4573,Chihuahua,Dachshund,True,False,Brown / Chocolate,White / Cream,Adult,Male,Small,Short,True,True,False,True,False,True,True
4612,Border Collie,Australian Shepherd,True,False,"Tricolor (Brown, Black, & White)",White / Cream,Baby,Female,Medium,Short,True,True,False,True,True,True,True
4613,Australian Shepherd,Border Collie,True,False,"Tricolor (Brown, Black, & White)",White / Cream,Baby,Female,Medium,Short,True,True,False,True,True,True,True
4625,Bull Terrier,Staffordshire Bull Terrier,True,False,Black,Brown / Chocolate,Adult,Male,Extra Large,Short,True,True,False,False,False,True,False
4898,Chihuahua,Fox Terrier,True,False,Red / Chestnut / Orange,White / Cream,Young,Female,Small,Short,True,False,False,True,True,True,False
5016,Australian Cattle Dog / Blue Heeler,Pit Bull Terrier,True,False,Red / Chestnut / Orange,Red / Chestnut / Orange,Adult,Female,Medium,Medium,True,True,False,True,False,False,False
5120,Pit Bull Terrier,Shar-Pei,True,False,Red / Chestnut / Orange,White / Cream,Senior,Female,Medium,Short,True,True,False,True,True,True,False
5209,Pit Bull Terrier,Mastiff,True,False,Black,White / Cream,Adult,Male,Large,Short,True,False,False,True,True,False,False
5279,American Bulldog,Pit Bull Terrier,True,False,Gray / Blue / Silver,White / Cream,Adult,Male,Large,Short,True,True,False,True,True,True,False
5381,Miniature Pinscher,Rat Terrier,True,False,Golden,White / Cream,Young,Female,Small,Short,True,True,False,True,True,True,True
5448,American Staffordshire Terrier,Mastiff,True,False,Black,Brindle,Adult,Male,Large,Short,True,True,False,True,False,False,False
5450,Corgi,Chihuahua,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Adult,Female,Small,Short,True,True,False,True,True,True,True
5496,Pit Bull Terrier,Labrador Retriever,True,False,Brown / Chocolate,White / Cream,Senior,Male,Large,Short,True,True,False,True,False,True,True
5623,Dachshund,Chihuahua,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Adult,Male,Small,Short,True,True,False,True,False,True,True
5626,Cattle Dog,Rottweiler,True,False,Black,White / Cream,Young,Male,Medium,Medium,True,True,False,True,True,False,False
5627,Cattle Dog,Rottweiler,True,False,Black,Brown / Chocolate,Adult,Female,Medium,Medium,True,True,False,True,True,False,False
5636,Pit Bull Terrier,Boxer,True,False,Red / Chestnut / Orange,White / Cream,Adult,Female,Large,Short,True,True,True,True,False,False,False
5684,Beagle,Chihuahua,True,False,Yellow / Tan / Blond / Fawn,Brown / Chocolate,Adult,Male,Small,Short,True,False,False,True,True,True,True
5717,Papillon,Chihuahua,True,False,Yellow / Tan / Blond / Fawn,White / Cream,Adult,Female,Small,Short,True,True,False,True,False,False,True
5742,Pit Bull Terrier,Labrador Retriever,True,False,Black,White / Cream,Adult,Female,Medium,Short,True,True,False,True,True,True,False
5749,Hound,Pit Bull Terrier,True,False,Yellow / Tan / Blond / Fawn,White / Cream,Adult,Male,Large,Short,True,True,False,True,True,False,False
5752,Boxer,Pit Bull Terrier,True,False,Brindle,White / Cream,Adult,Female,Medium,Short,True,True,False,True,True,False,False
5753,American Staffordshire Terrier,Labrador Retriever,True,False,White / Cream,Apricot / Beige,Adult,Female,Large,Short,True,True,False,True,True,True,True
6541,German Shepherd Dog,Husky,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Adult,Male,Large,Medium,True,True,False,True,False,True,False
6574,Schnauzer,Terrier,True,False,Black,White / Cream,Adult,Female,Small,Medium,True,True,False,True,True,True,True
6758,Rottweiler,Pit Bull Terrier,True,False,Black,Brown / Chocolate,Adult,Male,Large,Short,True,True,True,True,False,True,False
6788,Brittany Spaniel,Irish Setter,True,False,Brown / Chocolate,White / Cream,Senior,Male,Large,Long,True,True,True,True,False,False,False
6802,Pit Bull Terrier,Dutch Shepherd,True,False,Brindle,White / Cream,Senior,Female,Medium,Short,True,True,True,True,False,True,False
6875,Terrier,Poodle,True,False,Gray / Blue / Silver,White / Cream,Young,Male,Small,Medium,True,True,False,True,True,True,True
6923,Labrador Retriever,Border Collie,True,False,Black,White / Cream,Baby,Male,Medium,Short,True,False,False,True,True,True,True
6925,Labrador Retriever,Border Collie,True,False,Black,White / Cream,Baby,Female,Medium,Short,True,False,False,True,True,True,True
7148,Australian Cattle Dog / Blue Heeler,Shepherd,True,False,Bicolor,Merle (Blue),Baby,Female,Medium,Medium,True,False,False,True,True,True,True
7260,Labrador Retriever,Hound,True,False,Black,White / Cream,Baby,Male,Medium,Short,False,False,False,True,True,True,True
7270,Cairn Terrier,Maltese,True,False,Apricot / Beige,Golden,Baby,Female,Small,Medium,False,False,False,True,True,True,True
7282,Pit Bull Terrier,Mixed Breed,True,False,Apricot / Beige,Bicolor,Adult,Female,Medium,Short,True,True,False,True,False,False,False
7285,Toy Fox Terrier,Mixed Breed,True,False,Black,White / Cream,Adult,Female,Small,Medium,False,True,False,False,False,False,False
7322,Mastiff,Catahoula Leopard Dog,True,False,Black,White / Cream,Baby,Female,Large,Short,True,False,False,True,True,True,True
7405,Weimaraner,Hound,True,False,Gray / Blue / Silver,White / Cream,Young,Male,Medium,Short,True,False,False,True,True,True,False
7537,Labrador Retriever,Hound,True,False,Black,Brown / Chocolate,Baby,Female,Medium,Medium,False,False,False,True,True,True,True
7615,Treeing Walker Coonhound,Hound,True,False,Apricot / Beige,Bicolor,Baby,Female,Medium,Short,True,False,False,True,True,True,True
7652,German Shepherd Dog,Australian Cattle Dog / Blue Heeler,True,False,Apricot / Beige,White / Cream,Young,Female,Large,Short,True,True,False,True,True,True,False
7771,Pug,Chihuahua,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Adult,Female,Small,Short,True,True,False,False,True,True,True
8045,Siberian Husky,Alaskan Malamute,True,False,Gray / Blue / Silver,White / Cream,Adult,Male,Large,Long,True,True,False,False,False,True,False
8409,Australian Cattle Dog / Blue Heeler,American Staffordshire Terrier,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Adult,Female,Medium,Short,True,True,False,True,False,False,False
8425,American Staffordshire Terrier,Border Collie,True,False,Black,White / Cream,Adult,Female,Medium,Short,True,True,False,True,False,False,False
8664,Labrador Retriever,Terrier,True,False,Brindle,White / Cream,Baby,Female,Medium,Short,True,True,False,True,True,True,True
8689,Labrador Retriever,Shepherd,True,False,Bicolor,Black,Baby,Male,Medium,Short,False,False,False,True,True,True,True
8694,Labrador Retriever,Shepherd,True,False,Black,White / Cream,Baby,Male,Medium,Medium,False,False,False,True,True,True,True
8697,Australian Cattle Dog / Blue Heeler,Labrador Retriever,True,False,Apricot / Beige,Brindle,Baby,Female,Medium,Medium,False,False,False,True,True,True,True
8703,Labrador Retriever,Terrier,True,False,Gray / Blue / Silver,White / Cream,Baby,Male,Medium,Short,True,True,False,True,True,True,True
8731,Pit Bull Terrier,Labrador Retriever,True,False,Gray / Blue / Silver,White / Cream,Adult,Female,Large,Short,True,True,False,True,True,True,True
8748,Cattle Dog,Labrador Retriever,True,False,Apricot / Beige,Bicolor,Baby,Female,Medium,Medium,False,False,False,True,True,True,True
8824,German Shepherd Dog,Hound,True,False,Bicolor,Black,Adult,Female,Medium,Medium,True,False,False,True,True,True,True
8835,Cattle Dog,Hound,True,False,Black,Merle (Blue),Young,Female,Large,Medium,True,True,False,True,True,True,True
8910,Labrador Retriever,Husky,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Baby,Male,Medium,Short,True,True,False,True,True,True,True
9001,Pit Bull Terrier,Terrier,True,False,Brindle,White / Cream,Baby,Male,Medium,Short,True,False,False,True,True,True,True
9015,Hound,Pit Bull Terrier,True,False,Brown / Chocolate,White / Cream,Baby,Male,Medium,Short,True,False,False,True,True,True,True
9017,Hound,Pit Bull Terrier,True,False,Brown / Chocolate,White / Cream,Baby,Female,Medium,Short,True,False,False,True,True,True,True
9037,Labrador Retriever,Terrier,True,False,Black,White / Cream,Baby,Female,Medium,Medium,True,False,False,True,True,True,True
9123,Chesapeake Bay Retriever,Cattle Dog,True,False,Brown / Chocolate,White / Cream,Baby,Male,Medium,Medium,True,True,False,True,True,True,True
9130,Golden Retriever,Shepherd,True,False,Bicolor,Brindle,Baby,Female,Medium,Medium,False,False,False,True,True,True,True
9135,Catahoula Leopard Dog,Cattle Dog,True,False,Apricot / Beige,Black,Baby,Female,Medium,Medium,False,False,False,True,True,True,True
9157,Jack Russell Terrier,Hound,True,False,Black,White / Cream,Baby,Female,Medium,Medium,True,False,False,True,True,True,True
9255,Labrador Retriever,Australian Cattle Dog / Blue Heeler,True,False,Black,White / Cream,Young,Female,Medium,Short,True,False,False,True,True,True,True
9258,Labrador Retriever,Mixed Breed,True,False,Black,White / Cream,Young,Male,Medium,Short,True,False,False,True,True,True,True
9274,Border Collie,Boxer,True,False,Black,White / Cream,Adult,Male,Medium,Short,True,True,False,True,True,True,True
9278,Pointer,Terrier,True,False,Black,White / Cream,Young,Female,Medium,Short,True,True,False,True,True,True,True
9279,Dalmatian,Terrier,True,False,Black,White / Cream,Adult,Male,Medium,Hairless,True,True,False,True,True,True,True
9284,Hound,Mixed Breed,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Baby,Female,Medium,Short,True,False,False,True,True,True,True
9296,Boxer,Shepherd,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Baby,Male,Medium,Medium,True,False,False,True,True,True,True
9297,Boxer,Shepherd,True,False,White / Cream,Yellow / Tan / Blond / Fawn,Baby,Male,Medium,Medium,True,False,False,True,True,True,True
9344,Australian Cattle Dog / Blue Heeler,Shepherd,True,False,Black,White / Cream,Baby,Female,Medium,Short,False,False,False,True,True,True,True
9350,Australian Cattle Dog / Blue Heeler,Shepherd,True,False,Black,White / Cream,Baby,Male,Medium,Short,False,False,False,True,True,True,True
9351,Australian Cattle Dog / Blue Heeler,Border Collie,True,False,Black,White / Cream,Baby,Male,Medium,Short,False,False,False,True,True,True,True
9354,Australian Cattle Dog / Blue Heeler,Shepherd,True,False,Black,White / Cream,Baby,Male,Medium,Short,False,False,False,True,True,True,True
9372,Feist,Dachshund,True,False,Red / Chestnut / Orange,White / Cream,Baby,Female,Small,Short,True,True,False,True,True,True,True
9437,Boxer,Pit Bull Terrier,True,False,Brown / Chocolate,White / Cream,Young,Female,Medium,Short,True,False,False,True,True,True,True
9450,Great Pyrenees,Anatolian Shepherd,True,False,Gray / Blue / Silver,White / Cream,Baby,Female,Large,Medium,False,False,False,True,True,True,True
9451,Great Pyrenees,Anatolian Shepherd,True,False,Black,White / Cream,Baby,Female,Extra Large,Medium,False,False,False,True,True,True,True
9454,Great Pyrenees,Anatolian Shepherd,True,False,Black,White / Cream,Baby,Male,Extra Large,Medium,False,False,False,True,True,True,True
9455,Labrador Retriever,Whippet,True,False,Black,White / Cream,Baby,Female,Medium,Short,True,True,False,True,True,True,True
9456,Shepherd,Boxer,True,False,Bicolor,Brown / Chocolate,Baby,Female,Medium,Short,False,False,False,True,True,True,True
9488,Labrador Retriever,Whippet,True,False,Apricot / Beige,Golden,Baby,Female,Small,Short,True,True,False,True,True,True,True
9492,Chihuahua,Jack Russell Terrier,True,False,Apricot / Beige,Golden,Young,Female,Small,Short,True,False,True,True,True,True,True
9518,American Staffordshire Terrier,Pit Bull Terrier,True,False,Brown / Chocolate,White / Cream,Young,Male,Medium,Short,True,True,True,True,True,True,False
9579,Saint Bernard,Chow Chow,True,False,Black,Bicolor,Senior,Female,Large,Medium,True,True,False,True,True,True,True
9616,Labrador Retriever,Pointer,True,False,Brown / Chocolate,White / Cream,Young,Male,Large,Short,True,True,False,True,True,True,True
9636,Chihuahua,Pomeranian,True,False,Golden,Red / Chestnut / Orange,Adult,Female,Small,Medium,True,False,False,True,True,True,True
9684,German Shepherd Dog,Labrador Retriever,True,False,Black,Yellow / Tan / Blond / Fawn,Baby,Female,Large,Medium,True,False,False,True,True,True,True
9685,German Shepherd Dog,Labrador Retriever,True,False,Black,Yellow / Tan / Blond / Fawn,Baby,Female,Large,Medium,True,False,False,True,True,True,True
9687,German Shepherd Dog,Labrador Retriever,True,False,Black,Yellow / Tan / Blond / Fawn,Baby,Female,Large,Medium,True,False,False,True,True,True,True
9689,Australian Shepherd,Labrador Retriever,True,False,Black,Yellow / Tan / Blond / Fawn,Baby,Female,Large,Short,True,False,False,True,True,True,True
9690,Australian Shepherd,Labrador Retriever,True,False,Red / Chestnut / Orange,White / Cream,Baby,Female,Large,Short,True,False,False,True,True,True,True
9717,Shepherd,Pit Bull Terrier,True,False,Harlequin,White / Cream,Young,Female,Medium,Medium,True,True,False,True,True,True,True
9761,Black Labrador Retriever,Labrador Retriever,True,False,Black,White / Cream,Young,Male,Medium,Short,True,True,False,True,True,True,True
9767,Labrador Retriever,Whippet,True,False,Golden,White / Cream,Baby,Female,Small,Short,True,True,False,True,True,True,True
9783,Feist,Rat Terrier,True,False,Brown / Chocolate,White / Cream,Baby,Female,Small,Short,True,True,False,True,True,True,True
9907,Dachshund,Beagle,True,False,Brown / Chocolate,Yellow / Tan / Blond / Fawn,Baby,Female,Small,Medium,True,False,False,True,True,True,True
9908,Dachshund,Beagle,True,False,Black,Yellow / Tan / Blond / Fawn,Baby,Female,Small,Medium,True,False,False,True,True,True,True
9909,Dachshund,Beagle,True,False,Black,Yellow / Tan / Blond / Fawn,Baby,Male,Small,Medium,True,False,False,True,True,True,True
9910,German Shepherd Dog,Labrador Retriever,True,False,Golden,Yellow / Tan / Blond / Fawn,Baby,Female,Medium,Short,True,True,False,True,True,True,True
9919,Boxer,Labrador Retriever,True,False,Black,White / Cream,Baby,Male,Large,Short,True,False,False,True,True,True,True
9922,German Shepherd Dog,Catahoula Leopard Dog,True,False,Black,Yellow / Tan / Blond / Fawn,Baby,Male,Large,Short,True,False,False,True,True,True,True
9948,Boston Terrier,Labrador Retriever,True,False,Black,White / Cream,Baby,Female,Medium,Short,True,False,False,True,True,True,True
9955,Labrador Retriever,Dalmatian,True,False,Black,White / Cream,Baby,Male,Large,Short,True,False,False,True,True,True,True
9957,Labrador Retriever,Dalmatian,True,False,Black,White / Cream,Baby,Female,Large,Short,True,False,False,True,True,True,True
9969,Labrador Retriever,Pit Bull Terrier,True,False,Black,Harlequin,Baby,Male,Large,Short,False,True,False,True,True,True,True
10025,Plott Hound,Labrador Retriever,True,False,Brindle,White / Cream,Baby,Male,Medium,Short,True,False,False,True,True,True,True
10075,Catahoula Leopard Dog,Boxer,True,False,Black,Brindle,Baby,Female,Large,Short,True,False,False,True,True,True,True
10077,Catahoula Leopard Dog,Boxer,True,False,Brindle,Brown / Chocolate,Baby,Female,Large,Short,True,False,False,True,True,True,True
10083,Manchester Terrier,Doberman Pinscher,True,False,Black,Red / Chestnut / Orange,Adult,Male,Medium,Short,True,False,False,True,True,True,False
10128,Spaniel,Labrador Retriever,True,False,Red / Chestnut / Orange,White / Cream,Baby,Female,Medium,Medium,True,False,False,True,True,True,True
10189,Labrador Retriever,Hound,True,False,Black,White / Cream,Young,Male,Large,Short,True,False,False,True,True,True,False
10283,Labrador Retriever,Terrier,True,False,Black,Red / Chestnut / Orange,Adult,Female,Medium,Short,True,True,False,True,True,True,True
10289,Labrador Retriever,Terrier,True,False,Black,White / Cream,Baby,Female,Medium,Short,False,False,False,True,True,True,True
10303,Pit Bull Terrier,Labrador Retriever,True,False,Black,White / Cream,Baby,Female,Large,Short,True,False,False,True,True,True,True
10306,Pit Bull Terrier,Labrador Retriever,True,False,Black,White / Cream,Baby,Female,Large,Short,True,False,False,True,True,True,True
10307,Pit Bull Terrier,Labrador Retriever,True,False,Black,White / Cream,Baby,Female,Large,Short,True,False,False,True,True,True,True
10309,Pit Bull Terrier,Labrador Retriever,True,False,Black,White / Cream,Baby,Male,Large,Short,True,False,False,True,True,True,True
10311,Pit Bull Terrier,Labrador Retriever,True,False,Black,White / Cream,Baby,Male,Large,Short,True,False,False,True,True,True,True
10356,Labrador Retriever,Boxer,True,False,Black,White / Cream,Young,Female,Medium,Short,True,True,True,True,False,False,False
10388,Rottweiler,German Shepherd Dog,True,False,Bicolor,Black,Baby,Male,Medium,Medium,True,True,False,True,True,True,True
10441,Retriever,Mixed Breed,True,False,Brown / Chocolate,White / Cream,Baby,Male,Medium,Short,True,False,False,True,True,True,True
10624,Shepherd,Labrador Retriever,True,False,Black,Brown / Chocolate,Baby,Female,Medium,Medium,False,False,False,True,True,True,True
10638,Shepherd,Labrador Retriever,True,False,Black,Brown / Chocolate,Baby,Male,Medium,Medium,False,False,False,True,True,True,True
10642,Collie,Mixed Breed,True,False,Black,Brown / Chocolate,Baby,Male,Medium,Medium,False,False,False,True,True,True,True
10661,Hound,Rottweiler,True,False,Black,Red / Chestnut / Orange,Senior,Male,Large,Short,True,False,False,True,False,False,True
10704,Labrador Retriever,Shepherd,True,False,Black,White / Cream,Baby,Male,Medium,Short,False,False,False,True,True,True,True
10705,Shepherd,Labrador Retriever,True,False,Black,White / Cream,Baby,Male,Medium,Short,False,False,False,True,True,True,True
10706,Labrador Retriever,Shepherd,True,False,Black,Brown / Chocolate,Young,Female,Medium,Short,True,False,False,False,True,True,True
10772,Labrador Retriever,American Staffordshire Terrier,True,False,Apricot / Beige,Yellow / Tan / Blond / Fawn,Adult,Male,Large,Short,True,True,False,True,True,True,True
10792,Chihuahua,Terrier,True,False,Yellow / Tan / Blond / Fawn,White / Cream,Young,Female,Small,Short,True,True,False,True,True,True,True
10850,Rat Terrier,Feist,True,False,Gray / Blue / Silver,Red / Chestnut / Orange,Baby,Male,Small,Short,True,True,False,True,True,True,True
10851,Labrador Retriever,Boxer,True,False,Black,White / Cream,Baby,Female,Medium,Short,True,True,False,True,True,True,True
10856,Labrador Retriever,Boxer,True,False,Black,White / Cream,Baby,Female,Medium,Medium,True,True,False,True,True,True,True
10872,Chihuahua,Beagle,True,False,Black,Yellow / Tan / Blond / Fawn,Adult,Male,Small,Short,True,False,False,True,True,True,False
10903,Black Labrador Retriever,Beagle,True,False,Black,White / Cream,Baby,Male,Medium,Medium,True,False,False,True,True,True,True
10904,Hound,Mixed Breed,True,False,Black,White / Cream,Baby,Male,Medium,Medium,True,False,False,True,True,True,True
10924,Black Mouth Cur,Mixed Breed,True,False,Black,Brown / Chocolate,Adult,Male,Medium,Medium,True,True,False,True,True,True,True
10935,Black Labrador Retriever,Australian Shepherd,True,False,Black,White / Cream,Baby,Male,Medium,Medium,False,False,False,True,True,True,True
11014,Beagle,Labrador Retriever,True,False,Apricot / Beige,White / Cream,Young,Male,Medium,Short,True,True,False,True,True,True,True
11046,Boxer,Labrador Retriever,True,False,Black,White / Cream,Baby,Male,Medium,Short,True,False,False,True,True,True,True
11059,Pit Bull Terrier,Labrador Retriever,True,False,Brown / Chocolate,Golden,Adult,Female,Medium,Short,False,False,False,True,True,True,True
11162,Hound,Pit Bull Terrier,True,False,Brown / Chocolate,White / Cream,Baby,Female,Medium,Short,True,True,False,True,True,True,True
11183,Hound,Pit Bull Terrier,True,False,Brown / Chocolate,White / Cream,Baby,Male,Medium,Short,False,False,False,True,True,True,True
11212,Foxhound,Terrier,True,False,Black,White / Cream,Baby,Female,Medium,Short,True,False,False,True,True,True,True
11245,American Staffordshire Terrier,American Bulldog,True,False,Gray / Blue / Silver,White / Cream,Senior,Male,Large,Short,True,True,False,True,True,True,True
11258,Labrador Retriever,Rhodesian Ridgeback,True,False,Bicolor,Brown / Chocolate,Baby,Male,Large,Short,True,False,False,True,True,True,True
11259,Labrador Retriever,Rhodesian Ridgeback,True,False,Bicolor,Brown / Chocolate,Baby,Male,Large,Short,True,False,False,True,True,True,True
11304,Yorkshire Terrier,Maltese,True,False,Bicolor,White / Cream,Adult,Female,Small,Long,True,True,False,True,True,True,True
